row_label_raw,row_label_full,Phải thu vốn cho vay,Phải thu vốn cho vay_1,137.885.120.000,133.620.470.000,numeric__Phải thu vốn cho vay_1,numeric__137.885.120.000,numeric__133.620.470.000
Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty con,95.000.000.000,95.000.000.000,,95000000000.0,95000000000.0
Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty con,16.000.000.000,6.000.000.000,,16000000000.0,6000000000.0
Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty con,-,5.735.350.000,,,5735350000.0
Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty con,10.000.000.000,10.000.000.000,,10000000000.0,10000000000.0
Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty liên kết,4.500.000.000,4.500.000.000,,4500000000.0,4500000000.0
Công ty CP Chế tạo Máy điện Việt Nam -,Công ty CP Chế tạo Máy điện Việt Nam -,Công ty CP Chế tạo Máy điện Việt Nam -,Công ty liên kết,12.385.120.000,12.385.120.000,,12385120000.0,12385120000.0
