row_label_raw,row_label_full,Số liệu theo Báo cáo tài chính cho năm tài chính kết thúc ngày 31/12/2014 > Mã số,Số liệu theo Báo cáo tài chính cho năm tài chính kết thúc ngày 31/12/2014 > Tên khoản mục,Số liệu theo Báo cáo tài chính cho năm tài chính kết thúc ngày 31/12/2014 > Số tiền,Số liệu điều chỉnh theo Thông tư 200/2014/TT-BTC > Mã số,Số liệu điều chỉnh theo Thông tư 200/2014/TT-BTC > Tên khoản mục,Số liệu điều chỉnh theo Thông tư 200/2014/TT-BTC > Số tiền,Thay đổi,numeric__Số liệu theo Báo cáo tài chính cho năm tài chính kết thúc ngày 31/12/2014 > Tên khoản mục,numeric__Số liệu theo Báo cáo tài chính cho năm tài chính kết thúc ngày 31/12/2014 > Số tiền,numeric__Số liệu điều chỉnh theo Thông tư 200/2014/TT-BTC > Mã số,numeric__Số liệu điều chỉnh theo Thông tư 200/2014/TT-BTC > Tên khoản mục,numeric__Số liệu điều chỉnh theo Thông tư 200/2014/TT-BTC > Số tiền,numeric__Thay đổi
312,312,312,2. Phải trả người bán,203.571.131.270,311,2. Phải trả người bán ngắn hạn,203.571.131.270,-,,203571131270.0,311.0,,203571131270.0,
313,313,313,3. Người mua trả tiền trước,3.224.788.793,312,3. Người mua trả tiền trước ngắn hạn,3.224.788.793,-,,3224788793.0,312.0,,3224788793.0,
314,314,314,4. Thuế và các khoản phải nộp Nhà nước,24.031.264.051,313,4. Thuế và các khoản phải nộp Nhà nước,24.031.264.051,-,,24031264051.0,313.0,,24031264051.0,
315,315,315,5. Phải trả người lao động,30.130.004.009,314,5. Phải trả người lao động,30.130.004.009,-,,30130004009.0,314.0,,30130004009.0,
316,316,316,6. Chi phí phải trả,388.000.000,315,6. Chi phí phải trả ngắn hạn,388.000.000,-,,388000000.0,315.0,,388000000.0,
,,,,,318,9. Doanh thu chưa thực hiện ngắn hạn,40.819.935.591,40.819.935.591,,,318.0,,40819935591.0,40819935591.0
338,338,338,8. Doanh thu chưa thực hiện,50.765.485.784,336,12. Doanh thu chưa thực hiện dài hạn,9.945.550.193,(40.819.935.591),,50765485784.0,336.0,,9945550193.0,-40819935591.0
319,319,319,"9. Các khoản phải trả, phải nộp khác",59.521.289.746,319,10. Phải trả ngắn hạn khác,59.521.289.746,-,,59521289746.0,319.0,,59521289746.0,
323,323,323,"11. Quỹ khen thưởng, phúc lợi",17.424.632.635,322,"12. Quỹ khen thưởng, phúc lợi",17.424.632.635,-,,17424632635.0,322.0,,17424632635.0,
333,333,333,3. Phải trả dài hạn khác,4.697.579.662,337,6. Phải trả dài hạn khác,4.697.579.662,-,,4697579662.0,337.0,,4697579662.0,
337,337,337,7. Dự phòng phải trả dài hạn,34.139.544.070,342,11. Dự phòng phải trả dài hạn,34.139.544.070,-,,34139544070.0,342.0,,34139544070.0,
339,339,339,9. Quỹ phát triển khoa học công nghệ,9.255.000.000,343,13. Quỹ phát triển khoa học và công nghệ,9.255.000.000,-,,9255000000.0,343.0,,9255000000.0,
411,411,411,1. Vốn đầu tư của chủ sở hữu,1.400.000.000.000,411,1. Vốn góp của chủ sở hữu,1.400.000.000.000,-,,1400000000000.0,411.0,,1400000000000.0,
,,,,,411a,- Cổ phiếu phổ thông có quyền biểu quyết,1.400.000.000.000,,,,,,1400000000000.0,
414,414,414,4. Cổ phiếu quỹ,(5.025.000.000),415,5. Cổ phiếu quỹ,(5.025.000.000),-,,-5025000000.0,415.0,,-5025000000.0,
417,417,417,7. Quỹ đầu tư phát triển,22.000.000.000,418,8. Quỹ đầu tư phát triển,32.500.000.000,10.500.000.000,,22000000000.0,418.0,,32500000000.0,10500000000.0
418,418,418,8. Quỹ dự phòng tài chính,10.500.000.000,,,,(10.500.000.000),,10500000000.0,,,,-10500000000.0
420,420,420,10. Lợi nhuận sau thuế chưa phân phối,242.561.521.349,421,11. Lợi nhuận sau thuế chưa phân phối,242.561.521.349,-,,242561521349.0,421.0,,242561521349.0,
,,,,,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,11.528.471.970,,,,,,11528471970.0,
,,,,,421b,- LNST chưa phân phối kỳ này,231.033.049.379,,,,,,231033049379.0,
432,432,432,1. Nguồn kinh phí,(1.437.626.564),431,1. Nguồn kinh phí,(1.437.626.564),-,,-1437626564.0,431.0,,-1437626564.0,
433,433,433,2. Nguồn kinh phí đã hình thành TSCĐ,2.691.202.777,432,2. Nguồn kinh phí đã hình thành TSCĐ,2.691.202.777,-,,2691202777.0,432.0,,2691202777.0,
