row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
300,300,300,C. NỘ PHẢI TRẢ,,397.423.826.482,437.148.720.020,,,397423826482.0,437148720020.0
310,310,310,I. Nợ ngắn hạn,,309.698.414.276,379.111.046.095,,,309698414276.0,379111046095.0
311,311,311,1. Phải trả người bán ngắn hạn,13,212.733.705.406,203.571.131.270,,13.0,212733705406.0,203571131270.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,626.980.260,3.224.788.793,,,626980260.0,3224788793.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,14,4.850.479.995,24.031.264.051,,14.0,4850479995.0,24031264051.0
314,314,314,4. Phải trả người lao động,,34.954.535.859,30.130.004.009,,,34954535859.0,30130004009.0
315,315,315,5. Chi phí phải trả ngắn hạn,,351.500.000,388.000.000,,,351500000.0,388000000.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,15,1.367.584.028,40.819.935.591,,15.0,1367584028.0,40819935591.0
319,319,319,7. Phải trả ngắn hạn khác,16,39.007.134.093,59.521.289.746,,16.0,39007134093.0,59521289746.0
322,322,322,8. Quỹ khen thưởng phúc lợi,,15.806.494.635,17.424.632.635,,,15806494635.0,17424632635.0
330,330,330,II. Nợ dài hạn,,87.725.412.206,58.037.673.925,,,87725412206.0,58037673925.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,15,36.865.162.057,9.945.550.193,,15.0,36865162057.0,9945550193.0
337,337,337,2. Phải trả dài hạn khác,16,6.200.875.882,4.697.579.662,,16.0,6200875882.0,4697579662.0
342,342,342,3. Dự phòng phải trả dài hạn,17,35.489.024.271,34.139.544.070,,17.0,35489024271.0,34139544070.0
343,343,343,4. Quỹ phát triển khoa học và công nghệ,,9.170.349.996,9.255.000.000,,,9170349996.0,9255000000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,1.955.047.198.734,1.671.290.097.562,,,1955047198734.0,1671290097562.0
410,410,410,I. Vốn chủ sở hữu,18,1.952.510.962.625,1.670.036.521.349,,18.0,1952510962625.0,1670036521349.0
411,411,411,1. Vốn góp của chủ sở hữu,,1.550.000.000.000,1.400.000.000.000,,,1550000000000.0,1400000000000.0
411a,411a,411a,Cổ phiếu phổ thông có quyền biểu quyết,,1.550.000.000.000,1.400.000.000.000,,,1550000000000.0,1400000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,66.378.000.000,-,,,66378000000.0,
415,415,415,3. Cổ phiếu quỹ,,(5.025.000.000),(5.025.000.000),,,-5025000000.0,-5025000000.0
418,418,418,4. Quỹ đầu tư phát triển,,62.000.000.000,32.500.000.000,,,62000000000.0,32500000000.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,279.157.962.625,242.561.521.349,,,279157962625.0,242561521349.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,29.506.521.349,11.528.471.970,,,29506521349.0,11528471970.0
421b,421b,421b,LNST chưa phân phối kỳ này,,249.651.441.276,231.033.049.379,,,249651441276.0,231033049379.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,2.536.236.109,1.253.576.213,,,2536236109.0,1253576213.0
431,431,431,1. Nguồn kinh phí,,-,(1.437.626.564),,,,-1437626564.0
432,432,432,2. Nguồn kinh phí đã hình thành TSCĐ,,2.536.236.109,2.691.202.777,,,2536236109.0,2691202777.0
