row_label_raw,row_label_full,col_0,Năm 2015,Năm 2014,numeric__Năm 2015,numeric__Năm 2014
,,,VND,VND,,
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,283.150.840.669,271.484.796.465,283150840669.0,271484796465.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,1.450.715.900,38.170.727.727,1450715900.0,38170727727.0
- Chi phí không hợp lệ,- Chi phí không hợp lệ,- Chi phí không hợp lệ,1.450.715.900,38.170.727.727,1450715900.0,38170727727.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(132.331.559.328),(124.743.717.327),-132331559328.0,-124743717327.0
"- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(130.149.758.911),(124.450.799.773),-130149758911.0,-124450799773.0
- Lãi đánh giá lại ngoại tệ cuối năm,- Lãi đánh giá lại ngoại tệ cuối năm,- Lãi đánh giá lại ngoại tệ cuối năm,(1.641.800.417),-,-1641800417.0,
- Chi phí quản lý năm 2014 đã tính thuế TNDN,- Chi phí quản lý năm 2014 đã tính thuế TNDN,- Chi phí quản lý năm 2014 đã tính thuế TNDN,(540.000.000),-,-540000000.0,
- Các khoản nộp theo biên bản thanh tra thuế,- Các khoản nộp theo biên bản thanh tra thuế,- Các khoản nộp theo biên bản thanh tra thuế,-,(292.917.554),,-292917554.0
Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,152.269.997.241,184.911.806.865,152269997241.0,184911806865.0
Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 22%),Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 22%),Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 22%),33.499.399.393,40.680.597.510,33499399393.0,40680597510.0
Chi phí thuế TNDN điều chỉnh giảm của năm 2013,Chi phí thuế TNDN điều chỉnh giảm của năm 2013,Chi phí thuế TNDN điều chỉnh giảm của năm 2013,-,(228.850.424),,-228850424.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,33.499.399.393,40.451.747.086,33499399393.0,40451747086.0
Các khoản điều chỉnh chi phí thuế TNDN của các năm trước vào thuế TNDN hiện hành năm nay,Các khoản điều chỉnh chi phí thuế TNDN của các năm trước vào thuế TNDN hiện hành năm nay,Các khoản điều chỉnh chi phí thuế TNDN của các năm trước vào thuế TNDN hiện hành năm nay,222.650.608,156.733.646,222650608.0,156733646.0
Thuế thu nhập doanh nghiệp phải nộp đầu năm,Thuế thu nhập doanh nghiệp phải nộp đầu năm,Thuế thu nhập doanh nghiệp phải nộp đầu năm,23.726.493.271,12.097.843.548,23726493271.0,12097843548.0
Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế thu nhập doanh nghiệp đã nộp trong năm,(52.949.143.879),(28.979.831.009),-52949143879.0,-28979831009.0
Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,4.499.399.393,23.726.493.271,4499399393.0,23726493271.0
