row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2015,01/01/2015,numeric__Mối quan hệ,numeric__31/12/2015,numeric__01/01/2015
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,,170.693.555.649,68.679.785.234,,170693555649.0,68679785234.0
Công ty CP Dây cáp điện Việt Nam,Công ty CP Dây cáp điện Việt Nam,Công ty CP Dây cáp điện Việt Nam,Công ty con,112.574.675.940,21.557.796.014,,112574675940.0,21557796014.0
Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty liên kết,934.193.084,2.001.574.300,,934193084.0,2001574300.0
Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,Công ty con,1.362.619.291,1.565.800.720,,1362619291.0,1565800720.0
Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty con,18.326.134.743,15.094.288.769,,18326134743.0,15094288769.0
Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty con,326.845.200,756.079.500,,326845200.0,756079500.0
Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia),Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia),Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia),Công ty con,33.308.028.708,24.502.388.331,,33308028708.0,24502388331.0
Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty con,101.157.133,-,,101157133.0,
Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty liên kết,3.759.901.550,3.201.857.600,,3759901550.0,3201857600.0
