row_label_raw,row_label_full,col_0,col_1,31/12/2015,01/01/2015,numeric__col_1,numeric__31/12/2015,numeric__01/01/2015
,,,,VND,VND,,,
a),a),a),Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,,
a),a) > a),a),- Tổng công ty Điện lực Miền Nam TNHH,67.408.349.632,21.728.451.352,,67408349632.0,21728451352.0
a),a) > a),a),- Công ty CP dây cấp điện Việt Nam,112.572.718.644,21.557.796.014,,112572718644.0,21557796014.0
a),a) > a),a),- Tổng Công ty Điện lực miền Bắc,78.030.669,74.617.874.069,,78030669.0,74617874069.0
a),a) > a),a),- Các khoản phải thu khách hàng khác,181.582.338.903,149.006.235.350,,181582338903.0,149006235350.0
a),a) > a),a),,361.641.437.848,266.910.356.785,,361641437848.0,266910356785.0
b),b),b),Phải thu khách hàng là các bên liên quan,,,,,
b),b) > b),b),Xem thông tin chi tiết tại thuyết minh số 33.,170.693.555.649,68.679.785.234,,170693555649.0,68679785234.0
6,6,6,. PHẢI THU VỀ CHO VAY NGẮN HẠN,,,,,
6,6,6,,31/12/2015,01/01/2015,,,
6,6,6,,VND,VND,,,
6,6 > 6,6,Công ty CP Dây cấp điện Việt Nam,95.000.000.000,95.000.000.000,,95000000000.0,95000000000.0
6,6 > 6,6,Công ty CP Sản xuất và Thương mại EMIC,16.000.000.000,6.000.000.000,,16000000000.0,6000000000.0
6,6 > 6,6,Công ty CP Khí cụ điện 1,-,5.735.350.000,,,5735350000.0
6,6 > 6,6,Công ty CP Chế tạo Bom Hải Dương,10.000.000.000,10.000.000.000,,10000000000.0,10000000000.0
6,6 > 6,6,Công ty CP Chế tạo Máy điện Việt Nam - Hungari,12.385.120.000,12.385.120.000,,12385120000.0,12385120000.0
6,6 > 6,6,Công ty CP Vật tư và Xây dựng Hà Nội,4.500.000.000,4.500.000.000,,4500000000.0,4500000000.0
6,6 > 6,6,,137.885.120.000,133.620.470.000,,137885120000.0,133620470000.0
