row_label_raw,row_label_full,Phải trả người bán ngắn hạn,col_1,118.360.415.492,118.793.714.058,numeric__col_1,numeric__118.360.415.492,numeric__118.793.714.058
Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty con,6.250.527.015,2.803.518.189,,6250527015.0,2803518189.0
Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty liên kết,-,36.022.800,,,36022800.0
Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,Công ty con,11.629.809.343,-,,11629809343.0,
Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty con,-,5.788.198.376,,,5788198376.0
Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty liên kết,107.520.000,-,,107520000.0,
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty liên doanh,75.512.559.134,110.165.974.693,,75512559134.0,110165974693.0
Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,(*),24.860.000.000,-,,24860000000.0,
