row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,1.144.269.067.995,966.394.793.356,,,1144269067995.0,966394793356.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,121.223.651.001,328.491.195.250,,3.0,121223651001.0,328491195250.0
111,111,111,1. Tiền,,81.223.651.001,158.485.086.006,,,81223651001.0,158485086006.0
112,112,112,2. Các khoản tương đương tiền,,40.000.000.000,170.006.109.244,,,40000000000.0,170006109244.0
120,120,120,II. Đầu tư tài chính ngắn hạn,4,345.000.000.000,147.661.751.062,,4.0,345000000000.0,147661751062.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,345.000.000.000,147.661.751.062,,,345000000000.0,147661751062.0
130,130,130,III. Các khoản phải thu ngắn hạn,,523.194.428.297,411.373.525.949,,,523194428297.0,411373525949.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,361.641.437.848,266.910.356.785,,5.0,361641437848.0,266910356785.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,12.900.612.693,13.033.548.054,,,12900612693.0,13033548054.0
135,135,135,3. Phải thu về cho vay ngắn hạn,6,137.885.120.000,133.620.470.000,,6.0,137885120000.0,133620470000.0
136,136,136,4. Phải thu ngắn hạn khác,7,18.431.917.350,5.043.127.630,,7.0,18431917350.0,5043127630.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(7.680.743.874),(7.250.060.800),,,-7680743874.0,-7250060800.0
139,139,139,6. Tài sản thiếu chờ xử lý,,16.084.280,16.084.280,,,16084280.0,16084280.0
140,140,140,IV. Hàng tồn kho,9,144.613.856.313,78.759.122.848,,9.0,144613856313.0,78759122848.0
141,141,141,1. Hàng tồn kho,,144.613.856.313,78.759.122.848,,,144613856313.0,78759122848.0
150,150,150,V. Tài sản ngắn hạn khác,,10.237.132.384,109.198.247,,,10237132384.0,109198247.0
152,152,152,1. Thuế GTGT được khấu trừ,,10.227.499.434,99.565.297,,,10227499434.0,99565297.0
153,153,153,2. Thuế và các khoản khác phải thu Nhà nước,14,9.632.950,9.632.950,,14.0,9632950.0,9632950.0
200,200,200,B. TÀI SẢN DÀI HẠN,,1.208.201.957.221,1.142.044.024.226,,,1208201957221.0,1142044024226.0
210,210,210,I. Các khoản phải thu dài hạn,,-,66.048.000,,,,66048000.0
216,216,216,1. Phải thu dài hạn khác,7,-,66.048.000,,7.0,,66048000.0
220,220,220,II. Tài sản cố định,,469.522.667.273,132.075.661.062,,,469522667273.0,132075661062.0
221,221,221,1. Tài sản cố định hữu hình,11,469.522.667.273,132.062.327.738,,11.0,469522667273.0,132062327738.0
222,222,222,- Nguyên giá,,694.910.567.055,325.154.314.764,,,694910567055.0,325154314764.0
223,223,223,- Giá trị hao mòn lũy kế,,(225.387.899.782),(193.091.987.026),,,-225387899782.0,-193091987026.0
227,227,227,2. Tài sản cố định vô hình,,-,13.333.324,,,,13333324.0
228,228,228,- Nguyên giá,,60.000.000,60.000.000,,,60000000.0,60000000.0
229,229,229,- Giá trị hao mòn lũy kế,,(60.000.000),(46.666.676),,,-60000000.0,-46666676.0
240,240,240,IV. Tài sản dở dang dài hạn,10,24.885.835.408,301.443.683.009,,10.0,24885835408.0,301443683009.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,24.885.835.408,301.443.683.009,,,24885835408.0,301443683009.0
250,250,250,V. Đầu tư tài chính dài hạn,4,682.050.850.059,687.008.177.059,,4.0,682050850059.0,687008177059.0
251,251,251,1. Đầu tư vào công ty con,,492.960.564.527,595.712.034.099,,,492960564527.0,595712034099.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,189.090.285.532,91.296.142.960,,,189090285532.0,91296142960.0
260,260,260,VI. Tài sản dài hạn khác,,31.742.604.481,21.450.455.096,,,31742604481.0,21450455096.0
261,261,261,1. Chi phí trả trước dài hạn,12,31.742.604.481,21.450.455.096,,12.0,31742604481.0,21450455096.0
270,270,270,TỔNG CỘNG TÀI SẢN,,2.352.471.025.216,2.108.438.817.582,,,2352471025216.0,2108438817582.0
