row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2015,Năm 2014,numeric__Mối quan hệ,numeric__Năm 2015,numeric__Năm 2014
,,,Mối quan hệ,VND,VND,,,
Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,,130.149.758.911,124.450.799.773,,130149758911.0,124450799773.0
Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty con,56.165.472.000,56.165.472.000,,56165472000.0,56165472000.0
Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty liên kết,19.548.160.000,19.548.160.000,,19548160000.0,19548160000.0
Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,Công ty con,29.720.250.000,29.720.250.000,,29720250000.0,29720250000.0
Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty con,765.000.000,816.000.000,,765000000.0,816000000.0
Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty con,3.470.080.000,3.470.080.000,,3470080000.0,3470080000.0
Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty con,3.049.388.600,2.092.717.667,,3049388600.0,2092717667.0
Công ty CP Chế tạo Máy điện Việt Nam - Hungari,Công ty CP Chế tạo Máy điện Việt Nam - Hungari,Công ty CP Chế tạo Máy điện Việt Nam - Hungari,Công ty liên kết,1.490.700.000,2.086.980.000,,1490700000.0,2086980000.0
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty liên doanh,15.940.708.311,10.101.140.106,,15940708311.0,10101140106.0
Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty liên kết,-,450.000.000,,,450000000.0
