row_label_raw,row_label_full,col_0,31/12/2015 > Giá gốc,31/12/2015 > Giá trị hợp lý,31/12/2015 > Dự phòng,01/01/2015 > Giá gốc,01/01/2015 > Giá trị hợp lý,01/01/2015 > Dự phòng,numeric__31/12/2015 > Giá gốc,numeric__31/12/2015 > Giá trị hợp lý,numeric__31/12/2015 > Dự phòng,numeric__01/01/2015 > Giá gốc,numeric__01/01/2015 > Giá trị hợp lý,numeric__01/01/2015 > Dự phòng
,,,VND,VND,VND,VND,VND,VND,,,,,,
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,492.960.564.527,492.960.564.527,-,595.712.034.099,595.712.034.099,-,492960564527.0,492960564527.0,,595712034099.0,595712034099.0,
- Công ty CP Dây cấp điện Việt Nam,- Công ty CP Dây cấp điện Việt Nam,- Công ty CP Dây cấp điện Việt Nam,220.957.490.174,220.957.490.174,-,220.957.490.174,220.957.490.174,-,220957490174.0,220957490174.0,,220957490174.0,220957490174.0,
- Công ty CP Chế tạo Điện cơ Hà Nội,- Công ty CP Chế tạo Điện cơ Hà Nội,- Công ty CP Chế tạo Điện cơ Hà Nội,214.009.733.181,214.009.733.181,-,214.009.733.181,214.009.733.181,-,214009733181.0,214009733181.0,,214009733181.0,214009733181.0,
- Công ty CP Khí cụ điện 1,- Công ty CP Khí cụ điện 1,- Công ty CP Khí cụ điện 1,30.128.906.768,30.128.906.768,-,30.128.906.768,30.128.906.768,-,30128906768.0,30128906768.0,,30128906768.0,30128906768.0,
- Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia) (1),- Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia) (1),- Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia) (1),531.150.000,531.150.000,-,5.488.477.000,5.488.477.000,-,531150000.0,531150000.0,,5488477000.0,5488477000.0,
- Công ty CP Chế tạo Bom Hải Dương (2),- Công ty CP Chế tạo Bom Hải Dương (2),- Công ty CP Chế tạo Bom Hải Dương (2),27.333.284.404,27.333.284.404,-,27.333.284.404,27.333.284.404,-,27333284404.0,27333284404.0,,27333284404.0,27333284404.0,
- Công ty CP Sản xuất và Thương mại EMIC (3),- Công ty CP Sản xuất và Thương mại EMIC (3),- Công ty CP Sản xuất và Thương mại EMIC (3),-,-,-,5.332.103.750,5.332.103.750,-,,,,5332103750.0,5332103750.0,
- Công ty CP Thiết bị điện (4),- Công ty CP Thiết bị điện (4),- Công ty CP Thiết bị điện (4),-,-,-,92.462.038.822,92.462.038.822,-,,,,92462038822.0,92462038822.0,
"Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết",189.090.285.532,189.090.285.532,-,91.296.142.960,91.296.142.960,-,189090285532.0,189090285532.0,,91296142960.0,91296142960.0,
- Công ty CP Chế tạo Máy điện Việt Nam - Hungari,- Công ty CP Chế tạo Máy điện Việt Nam - Hungari,- Công ty CP Chế tạo Máy điện Việt Nam - Hungari,16.777.167.627,16.777.167.627,-,16.777.167.627,16.777.167.627,-,16777167627.0,16777167627.0,,16777167627.0,16777167627.0,
- Công ty CP Vật tư và Xây dựng Hà Nội,- Công ty CP Vật tư và Xây dựng Hà Nội,- Công ty CP Vật tư và Xây dựng Hà Nội,5.233.587.356,5.233.587.356,-,5.233.587.356,5.233.587.356,-,5233587356.0,5233587356.0,,5233587356.0,5233587356.0,
- Công ty CP Sản xuất và Thương mại EMIC (3),- Công ty CP Sản xuất và Thương mại EMIC (3),- Công ty CP Sản xuất và Thương mại EMIC (3),5.332.103.750,5.332.103.750,-,-,-,-,5332103750.0,5332103750.0,,,,
- Công ty CP Thiết bị điện (4),- Công ty CP Thiết bị điện (4),- Công ty CP Thiết bị điện (4),92.462.038.822,92.462.038.822,-,-,-,-,92462038822.0,92462038822.0,,,,
- Công ty Dây đồng Việt Nam - CFT,- Công ty Dây đồng Việt Nam - CFT,- Công ty Dây đồng Việt Nam - CFT,69.285.387.977,69.285.387.977,-,69.285.387.977,69.285.387.977,-,69285387977.0,69285387977.0,,69285387977.0,69285387977.0,
,,,682.050.850.059,682.050.850.059,-,687.008.177.059,687.008.177.059,-,682050850059.0,682050850059.0,,687008177059.0,687008177059.0,
