row_label_raw,row_label_full,col_0,col_1,31/12/2015 > Giá trịVND,31/12/2015 > Dự phòngVND,01/01/2015 > Giá trịVND,01/01/2015 > Dự phòngVND,numeric__col_1,numeric__31/12/2015 > Giá trịVND,numeric__31/12/2015 > Dự phòngVND,numeric__01/01/2015 > Giá trịVND,numeric__01/01/2015 > Dự phòngVND
a),a),a),Ngắn hạn,,,,,,,,,
,,,"- Phải thu về lãi tiền gửi, tiền cho vay",5.319.317.210,-,1.369.210.007,-,,5319317210.0,,1369210007.0,
,,,- Phải thu về bảo hiểm xã hội,-,-,7.773.881,-,,,,7773881.0,
,,,- Tạm ứng,801.695.136,-,2.403.780.121,-,,801695136.0,,2403780121.0,
,,,"- Ký cược, ký quỹ",22.470.000,-,22.470.000,-,,22470000.0,,22470000.0,
,,,- Phải thu Trung tâm hỗ trợ đầu tư và Phát triển khu công nghiệp Bắc Ninh về kinh phí xây dựng hạ tầng,10.000.000,-,1.000.000.000,-,,10000000.0,,1000000000.0,
,,,- Tiền mua thêm cổ phần Công ty Cổ phần khí cụ điện 1,6.123.660.000,-,-,-,,6123660000.0,,,
,,,- Phải thu Công ty GELEX Cambodia,4.957.327.000,-,-,-,,4957327000.0,,,
,,,"- Tạm ứng tiền thường HĐQT, ban điều hành đợt 1 năm 2015",1.100.000.000,-,-,-,,1100000000.0,,,
,,,- Phải thu khác,97.448.004,-,239.893.621,-,,97448004.0,,239893621.0,
,,,,18.431.917.350,-,5.043.127.630,-,,18431917350.0,,5043127630.0,
b),b),b),Dài hạn,,,,,,,,,
,,,"- Ký cược, ký quỹ",-,-,66.048.000,-,,,,66048000.0,
,,,,-,-,66.048.000,-,,,,66048000.0,
