row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,25.1,87.738.378.978.636,67.698.540.686.709,,251.0,87738378978636.0,67698540686709.0
02,02,02,2. Các khoản giảm trừ doanh thu,25.1,(1.222.091.976.137),(1.358.736.494.531),,251.0,-1222091976137.0,-1358736494531.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,25.1,86.516.287.002.499,66.339.804.192.178,,251.0,86516287002499.0,66339804192178.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,29,(71.224.159.239.435),(55.198.024.925.235),,29.0,-71224159239435.0,-55198024925235.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,15.292.127.763.064,11.141.779.266.943,,,15292127763064.0,11141779266943.0
21,21,21,6. Doanh thu hoạt động tài chính,25.2,342.083.875.229,250.509.808.127,,252.0,342083875229.0,250509808127.0
22,22,22,7. Chi phí tài chính,26,(436.573.150.236),(234.286.596.275),,26.0,-436573150236.0,-234286596275.0
23,23,23,- Trong đó: Chi phí lãi vay,,(436.416.577.674),(233.202.340.492),,,-436416577674.0,-233202340492.0
24,24,24,8. Phần lỗ trong công ty liên kết,17,(2.100.986.885),-,,17.0,-2100986885.0,
25,25,25,9. Chi phí bán hàng,"27, 29",(9.659.741.188.756),(7.017.061.321.366),,,-9659741188756.0,-7017061321366.0
26,26,26,10. Chi phí quản lý doanh nghiệp,"28, 29",(1.761.613.900.080),(1.345.497.381.559),,,-1761613900080.0,-1345497381559.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,3.774.182.412.336,2.795.443.775.870,,,3774182412336.0,2795443775870.0
31,31,31,12. Thu nhập khác,,33.233.337.382,17.684.643.400,,,33233337382.0,17684643400.0
32,32,32,13. Chi phí khác,,(21.097.180.800),(3.816.386.624),,,-21097180800.0,-3816386624.0
40,40,40,14. Lợi nhuận khác,,12.136.156.582,13.868.256.776,,,12136156582.0,13868256776.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,3.786.318.568.918,2.809.312.032.646,,,3786318568918.0,2809312032646.0
51,51,51,16. Chi phí thuế TNDN hiện hành,30.1,(933.836.738.446),(639.743.605.453),,301.0,-933836738446.0,-639743605453.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,30.3,27.827.229.661,37.328.692.156,,303.0,27827229661.0,37328692156.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,2.880.309.060.133,2.206.897.119.349,,,2880309060133.0,2206897119349.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,2.878.724.130.907,2.205.679.630.420,,,2878724130907.0,2205679630420.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,1.584.929.226,1.217.488.929,,,1584929226.0,1217488929.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,31,6.689,5.311,,31.0,6689.0,5311.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,31,6.689,5.311,,31.0,6689.0,5311.0
