row_label_raw,row_label_full,Ông Nguyễn Đức Tài,Chữ tịch,col_2,numeric__Chữ tịch,numeric__col_2
Ông Trần Lê Quân,Ông Trần Lê Quân,Ông Trần Lê Quân,Thành viên,,,
Ông Điều Chính Hải Triều,Ông Điều Chính Hải Triều,Ông Điều Chính Hải Triều,Thành viên,,,
Ông Chris Freund,Ông Chris Freund,Ông Chris Freund,Thành viên,từ nhiệm ngày 12 tháng 3 năm 2018,,
Ông Thomas Lanyi,Ông Thomas Lanyi,Ông Thomas Lanyi,Thành viên,,,
Ông Trần Kinh Doanh,Ông Trần Kinh Doanh,Ông Trần Kinh Doanh,Thành viên,,,
Ông Robert Willet,Ông Robert Willet,Ông Robert Willet,Thành viên,,,
Ông Đăng Minh Lương,Ông Đăng Minh Lương,Ông Đăng Minh Lương,Thành viên,,,
