row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu từ các nhà cung cấp (i),Phải thu từ các nhà cung cấp (i),Phải thu từ các nhà cung cấp (i),1.090.399.532.158,1.063.322.385.503,1090399532158.0,1063322385503.0
- Công Ty TNHH Sony Electronics Việt Nam,- Công Ty TNHH Sony Electronics Việt Nam,- Công Ty TNHH Sony Electronics Việt Nam,229.314.874.870,165.911.189.875,229314874870.0,165911189875.0
- Công ty TNHH Samsung Điện tử Việt Nam Thái Nguyên,- Công ty TNHH Samsung Điện tử Việt Nam Thái Nguyên,- Công ty TNHH Samsung Điện tử Việt Nam Thái Nguyên,210.678.174.261,199.279.645.229,210678174261.0,199279645229.0
- Công ty TNHH Điện tử Samsung HCMC CE Complex,- Công ty TNHH Điện tử Samsung HCMC CE Complex,- Công ty TNHH Điện tử Samsung HCMC CE Complex,99.270.165.996,148.882.415.172,99270165996.0,148882415172.0
- Công ty TNHH Panasonic Việt Nam,- Công ty TNHH Panasonic Việt Nam,- Công ty TNHH Panasonic Việt Nam,89.527.581.160,105.853.512.073,89527581160.0,105853512073.0
- Công ty Apple South Asia Pte Ltd,- Công ty Apple South Asia Pte Ltd,- Công ty Apple South Asia Pte Ltd,84.205.741.617,111.229.422.686,84205741617.0,111229422686.0
- Khác,- Khác,- Khác,377.402.994.254,332.166.200.468,377402994254.0,332166200468.0
Phải thu nhân viên,Phải thu nhân viên,Phải thu nhân viên,13.260.843.199,10.142.324.918,13260843199.0,10142324918.0
Phải thu bên liên quan (Thuyết minh số 32),Phải thu bên liên quan (Thuyết minh số 32),Phải thu bên liên quan (Thuyết minh số 32),-,5.515.383.167,,5515383167.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,48.288.411.510,52.448.843.065,48288411510.0,52448843065.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.151.948.786.867,1.131.428.936.653,1151948786867.0,1131428936653.0
