row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__VND Số cuối năm
Thuế TNDNphải nộp,Thuế TNDNphải nộp,Thuế TNDNphải nộp,86.778.805.236,933.836.738.446,(829.523.019.750),191.092.523.932,86778805236.0,933836738446.0,-829523019750.0,191092523932.0
Thuế giá trịgia tăng,Thuế giá trịgia tăng,Thuế giá trịgia tăng,-,11.447.256.240.798,(11.425.667.779.150),21.588.461.648,,11447256240798.0,-11425667779150.0,21588461648.0
Thuế thu nhậpcá nhân,Thuế thu nhậpcá nhân,Thuế thu nhậpcá nhân,48.505.732.221,193.119.833.821,(239.758.934.396),1.866.631.646,48505732221.0,193119833821.0,-239758934396.0,1866631646.0
Khác,Khác,Khác,2.137.074.828,23.445.159.288,(22.430.207.459),3.152.026.657,2137074828.0,23445159288.0,-22430207459.0,3152026657.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,137.421.612.285,12.597.657.972.353,(12.517.379.940.755),217.699.643.883,137421612285.0,12597657972353.0,-12517379940755.0,217699643883.0
