row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,14.509.456.783.696,13.219.573.591.341,,100.0,,14509456783696.0,13219573591341.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5,1.168.353.223.865,1.004.912.303.570,,110.0,5.0,1168353223865.0,1004912303570.0
1.,1.,1.,Tiền,111,,324.373.816.991,741.876.402.650,,111.0,,324373816991.0,741876402650.0
2.,2.,2.,Các khoản tương đương tiền,112,,843.979.406.874,263.035.900.920,,112.0,,843979406874.0,263035900920.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,6,7.835.000.000.000,9.464.000.000.000,,120.0,6.0,7835000000000.0,9464000000000.0
1.,1.,1.,Đầu tư nắm giữ đến ngày đáo hạn,123,,7.835.000.000.000,9.464.000.000.000,,123.0,,7835000000000.0,9464000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.389.626.061.631,653.185.512.324,,130.0,,1389626061631.0,653185512324.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,7,1.054.403.839.965,276.247.523.509,,131.0,7.0,1054403839965.0,276247523509.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,8,209.275.442.658,227.545.463.111,,132.0,8.0,209275442658.0,227545463111.0
3.,3.,3.,Phải thu ngắn hạn khác,136,9,647.809.605.735,532.760.539.063,,136.0,9.0,647809605735.0,532760539063.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,10,(521.862.826.727),(383.368.013.359),,137.0,10.0,-521862826727.0,-383368013359.0
IV.,IV.,IV.,Hàng tồn kho,140,11,3.433.708.262.496,1.730.684.831.761,,140.0,11.0,3433708262496.0,1730684831761.0
1.,1.,1.,Hàng tồn kho,141,,3.433.711.872.681,1.731.334.756.236,,141.0,,3433711872681.0,1731334756236.0
2.,2.,2.,Dự phòng giám giá hàng tồn kho,149,,(3.610.185),(649.924.475),,149.0,,-3610185.0,-649924475.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,682.769.235.704,366.790.943.686,,150.0,,682769235704.0,366790943686.0
1.,1.,1.,Chỉ phí trả trước ngắn hạn,151,12,37.908.796.979,8.847.530.205,,151.0,12.0,37908796979.0,8847530205.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,644.860.438.725,357.943.413.481,,152.0,,644860438725.0,357943413481.0
