row_label_raw,row_label_full,Cổ đông,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Cổ đông,Cổ đông,Cổ đông,Số lượngcổ phiếu,%,Số lượngcổ phiếu,%,,,,
Tập đoàn Công nghiệp - Năng lượngQuốc gia Việt Nam,Cổ đông > Tập đoàn Công nghiệp - Năng lượngQuốc gia Việt Nam,Tập đoàn Công nghiệp - Năng lượngQuốc gia Việt Nam,405.186.792,"59,59",233.204.253,"59,58",405186792.0,59.59,233204253.0,59.58
Các cổ đông khác,Cổ đông > Các cổ đông khác,Các cổ đông khác,274.738.229,"40,40",158.130.007,"40,40",274738229.0,40.4,158130007.0,40.4
,,,679.925.021,"99,99",391.334.260,"99,98",679925021.0,99.99,391334260.0,99.98
Cổ phiếu quỹ,Cổ đông > Cổ phiếu quỹ,Cổ phiếu quỹ,65.740,"0,01",65.740,"0,02",65740.0,0.01,65740.0,0.02
,,,679.990.761,"100,00",391.400.000,"100,00",679990761.0,100.0,391400000.0,100.0
