row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Công ty TNHH Thương mại Thiên Long,Công ty TNHH Thương mại Thiên Long,Công ty TNHH Thương mại Thiên Long,90.975.199.341,7.079.689.741,90975199341.0,7079689741.0
Công ty TNHH Kim Ngoan,Công ty TNHH Kim Ngoan,Công ty TNHH Kim Ngoan,32.430.851.817,4.166.692.600,32430851817.0,4166692600.0
Công ty Cổ phần Xuất Nhập khấu Phân bón Minh Tân,Công ty Cổ phần Xuất Nhập khấu Phân bón Minh Tân,Công ty Cổ phần Xuất Nhập khấu Phân bón Minh Tân,21.419.777.220,78.006.999.022,21419777220.0,78006999022.0
"Lucky Horse Trading Co.,Ltd","Lucky Horse Trading Co.,Ltd","Lucky Horse Trading Co.,Ltd",7.423.329.800,11.578.660.000,7423329800.0,11578660000.0
"Hanwa Co.,Ltd.","Hanwa Co.,Ltd.","Hanwa Co.,Ltd.",-,35.652.213.200,,35652213200.0
Công ty TNHH VTNN Hưng Thạnh,Công ty TNHH VTNN Hưng Thạnh,Công ty TNHH VTNN Hưng Thạnh,318.100.900,12.331.417.552,318100900.0,12331417552.0
Công ty TNHH MTV Xuất nhập khấu Minh Dũng,Công ty TNHH MTV Xuất nhập khấu Minh Dũng,Công ty TNHH MTV Xuất nhập khấu Minh Dũng,-,7.518.612.500,,7518612500.0
Công ty TNHH Vận tải Phân bón Tuấn Vũ,Công ty TNHH Vận tải Phân bón Tuấn Vũ,Công ty TNHH Vận tải Phân bón Tuấn Vũ,-,2.275.346.000,,2275346000.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,103.583.066.641,58.279.945.978,103583066641.0,58279945978.0
,,,256.150.325.719,216.889.576.593,256150325719.0,216889576593.0
