row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị theo phương pháp vốn chủ sở hữu,Số cuối năm > VND,Số đầu năm > Giá gốc,Số đầu năm > Giá trị theo phương pháp vốn chủ sở hữu,Số đầu năm > VND,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị theo phương pháp vốn chủ sở hữu,numeric__Số cuối năm > VND,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị theo phương pháp vốn chủ sở hữu,numeric__Số đầu năm > VND
Công ty Cổ phần Bao bì Đạm Phú Mỹ (i),Công ty Cổ phần Bao bì Đạm Phú Mỹ (i),Công ty Cổ phần Bao bì Đạm Phú Mỹ (i),18.203.000.000,31.808.865.536,22.753.750.000,18.203.000.000,30.589.383.462,24.574.050.000,18203000000.0,31808865536.0,22753750000.0,18203000000.0,30589383462.0,24574050000.0
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,562.700.000.000,-,(ii),562.700.000.000,-,(ii),562700000000.0,,,562700000000.0,,
Công ty Cổ phần Hóa dầu và Xơ sợi Việt Nam,Công ty Cổ phần Hóa dầu và Xơ sợi Việt Nam,Công ty Cổ phần Hóa dầu và Xơ sợi Việt Nam,100.000.000.000,-,(ii),100.000.000.000,-,(ii),100000000000.0,,,100000000000.0,,
,,,680.903.000.000,31.808.865.536,22.753.750.000,680.903.000.000,30.589.383.462,24.574.050.000,680903000000.0,31808865536.0,22753750000.0,680903000000.0,30589383462.0,24574050000.0
