row_label_raw,row_label_full,col_0,CHÍ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,16.820.114.094.194,13.657.031.176.628,,1.0,,16820114094194.0,13657031176628.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,255.736.262.183,160.888.952.925,,2.0,,255736262183.0,160888952925.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,29,16.564.377.832.011,13.496.142.223.703,,10.0,29.0,16564377832011.0,13496142223703.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,29,13.625.821.639.833,11.598.010.673.565,,11.0,29.0,13625821639833.0,11598010673565.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,29,2.938.556.192.178,1.898.131.550.138,,20.0,29.0,2938556192178.0,1898131550138.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,31,486.888.699.795,369.143.114.332,,21.0,31.0,486888699795.0,369143114332.0
7.,7.,7.,Chi phí tài chính,22,32,164.448.355.248,65.028.684.735,,22.0,32.0,164448355248.0,65028684735.0
,,,- Trong đó: Chi phí lãi vay,23,,142.016.103.915,47.838.183.679,,23.0,,142016103915.0,47838183679.0
8.,8.,8.,Phăn lãi trong công ty liên kết,24,19,3.039.782.074,2.649.700.205,,24.0,19.0,3039782074.0,2649700205.0
9.,9.,9.,Chi phí bán hàng,25,33,1.016.528.129.107,837.208.423.254,,25.0,33.0,1016528129107.0,837208423254.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,33,912.522.374.013,702.811.258.885,,26.0,33.0,912522374013.0,702811258885.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,1.334.985.815.679,664.875.997.801,,30.0,,1334985815679.0,664875997801.0
12.,12.,12.,Thu nhập khác,31,,23.414.619.312,12.791.842.667,,31.0,,23414619312.0,12791842667.0
13.,13.,13.,Chi phí khác,32,,5.823.928.076,8.336.263.370,,32.0,,5823928076.0,8336263370.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,,17.590.691.236,4.455.579.297,,40.0,,17590691236.0,4455579297.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.352.576.506.915,669.331.577.098,,50.0,,1352576506915.0,669331577098.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,34,301.011.416.609,152.663.594.385,,51.0,34.0,301011416609.0,152663594385.0
17.,17.,17.,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,34,(43.441.428.173),(37.598.558.785),,52.0,34.0,-43441428173.0,-37598558785.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.095.006.518.479,554.266.541.498,,60.0,,1095006518479.0,554266541498.0
,,,Trong đó:,,,,,,,,,
18.1,18.1,18.1,Lợi nhuận sau thuế của Công ty mẹ,61,,1.073.241.128.259,537.763.664.155,,61.0,,1073241128259.0,537763664155.0
18.2,18.2,18.2,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,21.765.390.220,16.502.877.343,,62.0,,21765390220.0,16502877343.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,35,1.427,571,,70.0,35.0,1427.0,571.0
