row_label_raw,row_label_full,Công ty,Nghị quyếtHội đồng quản trị,Số tiền,Trong đó > Trích từ lợi nhuận năm 2024,Trong đó > Tạm trích từ lợi nhuận năm 2025,numeric__Nghị quyếtHội đồng quản trị,numeric__Số tiền,numeric__Trong đó > Trích từ lợi nhuận năm 2024,numeric__Trong đó > Tạm trích từ lợi nhuận năm 2025
,,,,VND,VND,VND,,,,
Tổng Công ty Cổ phần Phân bón và Hóa chất Dầu khí,Tổng Công ty Cổ phần Phân bón và Hóa chất Dầu khí,Tổng Công ty Cổ phần Phân bón và Hóa chất Dầu khí,Nghị quyết số 64/NQ-ĐHĐCD ngày 17 tháng 4 năm 2025,120.543.493.665,30.543.493.671,90.000.000.000,,120543493665.0,30543493671.0,90000000000.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Nghị quyết số 39/NQ-ĐHĐCD ngày 26 tháng 3 năm 2025,4.915.983.471,-,4.915.983.471,,4915983471.0,,4915983471.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Nghị quyết số 49/NQ-ĐHĐCD ngày 28 tháng 3 năm 2025,5.493.214.022,311.881.510,5.181.332.512,,5493214022.0,311881510.0,5181332512.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Nghị quyết số 33/NQ-ĐHĐCD ngày 04 tháng 4 năm 2025,5.359.010.644,3.604.921.048,1.754.089.596,,5359010644.0,3604921048.0,1754089596.0
Công ty Cổ phần Phân bón Hóa chất Dầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón Hóa chất Dầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón Hóa chất Dầu khí Tây Nam Bộ,Nghị quyết số 05/NQ-ĐHĐCD ngày 10 tháng 4 năm 2025,5.393.000.956,-,5.393.000.956,,5393000956.0,,5393000956.0
Tổng cộng,Tổng cộng,Tổng cộng,,141.704.702.758,34.460.296.229,107.244.406.535,,141704702758.0,34460296229.0,107244406535.0
