row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24.1,6.795.512.334.046,5.959.707.636.582,,241.0,6795512334046.0,5959707636582.0
02,02,02,2. Các khoản giảm trừ doanh thu,24.1,(121.206.863.230),(104.242.501.087),,241.0,-121206863230.0,-104242501087.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,6.674.305.470.816,5.855.465.135.495,,241.0,6674305470816.0,5855465135495.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,25,(5.595.581.185.533),(5.091.990.790.863),,25.0,-5595581185533.0,-5091990790863.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.078.724.285.283,763.474.344.632,,,1078724285283.0,763474344632.0
21,21,21,6. Doanh thu hoạt động tài chính,24.2,40.781.927.222,66.922.417.993,,242.0,40781927222.0,66922417993.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,26,(192.635.924.873) (188.946.659.079),(119.958.870.054) (119.958.086.103),,26.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,26,(192.635.924.873) (188.946.659.079),(119.958.870.054) (119.958.086.103),,26.0,,
25,25,25,8. Chi phí bán hàng,27,(258.384.611.438),(210.292.556.195),,27.0,-258384611438.0,-210292556195.0
26,26,26,9. Chi phí quản lý doanh nghiệp,27,(281.328.855.897),(224.532.661.301),,27.0,-281328855897.0,-224532661301.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,387.156.820.297,275.612.675.075,,,387156820297.0,275612675075.0
31,31,31,11. Thu nhập khác,28,14.617.568.062,9.953.007.830,,28.0,14617568062.0,9953007830.0
32,32,32,12. Chi phí khác,28,(8.415.674.046),(6.765.542.868),,28.0,-8415674046.0,-6765542868.0
40,40,40,13. Lợi nhuận khác,28,6.201.894.016,3.187.464.962,,28.0,6201894016.0,3187464962.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,393.358.714.313,278.800.140.037,,,393358714313.0,278800140037.0
51,51,51,15. Chi phí thuế TNDN hiện hành,30.1,(33.123.360.160),(78.694.917.947),,301.0,-33123360160.0,-78694917947.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,360.235.354.153,200.105.222.090,,,360235354153.0,200105222090.0
61,61,61,17. Lợi nhuận sau thuế của công ty mẹ,23.1,360.235.354.153,200.105.222.090,,231.0,360235354153.0,200105222090.0
70,70,70,18. Lãi cơ bản trên cổ phiếu,32,4.350,1.991,,32.0,4350.0,1991.0
71,71,71,19. Lãi suy giảm trên cổ phiếu,32,4.350,1.991,,32.0,4350.0,1991.0
