row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Hàng đang đi trên đường,Hàng đang đi trên đường,Hàng đang đi trên đường,224.158.333.704,139.827.535.507,224158333704.0,139827535507.0
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",605.594.851.190,475.543.096.178,605594851190.0,475543096178.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",3.898.961.636,7.934.626.742,3898961636.0,7934626742.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,1.660.950.646.638,1.255.613.675.082,1660950646638.0,1255613675082.0
Chi phí sản xuất kinh doanh dở dang hoạt động kinh doanh bất động sản (*),Chi phí sản xuất kinh doanh dở dang hoạt động kinh doanh bất động sản (*),Chi phí sản xuất kinh doanh dở dang hoạt động kinh doanh bất động sản (*),350.681.797.875,238.669.958.035,350681797875.0,238669958035.0
Chi phí sản xuất kinh doanh dở dang hoạt động chăn nuôi và hoạt động khác,Chi phí sản xuất kinh doanh dở dang hoạt động chăn nuôi và hoạt động khác,Chi phí sản xuất kinh doanh dở dang hoạt động chăn nuôi và hoạt động khác,1.310.268.848.763,1.016.943.717.047,1310268848763.0,1016943717047.0
Thành phẩm,Thành phẩm,Thành phẩm,114.336.849.281,78.537.882.652,114336849281.0,78537882652.0
Thành phẩm hoạt động kinh doanh bất động sản (**),Thành phẩm hoạt động kinh doanh bất động sản (**),Thành phẩm hoạt động kinh doanh bất động sản (**),10.165.110.301,38.140.766.864,10165110301.0,38140766864.0
Thành phẩm hoạt động sản xuất và chăn nuôi,Thành phẩm hoạt động sản xuất và chăn nuôi,Thành phẩm hoạt động sản xuất và chăn nuôi,104.171.738.980,40.397.115.788,104171738980.0,40397115788.0
Hàng hóa,Hàng hóa,Hàng hóa,92.481.498.198,86.415.616.062,92481498198.0,86415616062.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.701.421.140.647,2.043.872.432.223,2701421140647.0,2043872432223.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,-,6.000.000.000,,6000000000.0
