row_label_raw,row_label_full,col_0,Quyềnsử dụng đấtVND,"Bản quyền,bằng sáng chếVND",Nhăn hiệuhàng hoáVND,Phần mềmmáy vi tínhVND,TSCĐvô hình khácVND,CộngVND,numeric__Quyềnsử dụng đấtVND,"numeric__Bản quyền,bằng sáng chếVND",numeric__Nhăn hiệuhàng hoáVND,numeric__Phần mềmmáy vi tínhVND,numeric__TSCĐvô hình khácVND,numeric__CộngVND
GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,,,,,,
01/01/2015,GIÁ TRỊ HAO MÒN > 01/01/2015,01/01/2015,(4.164.895.419),(549.392.853),(100.555.555),(10.654.658.963),(62.634.692.519),(78.104.195.309),-4164895419.0,-549392853.0,-100555555.0,-10654658963.0,-62634692519.0,-78104195309.0
- Khấu hao trong năm,GIÁ TRỊ HAO MÒN > - Khấu hao trong năm,- Khấu hao trong năm,(2.037.968.686),(846.168.810),-,(4.477.451.890),(9.314.496.651),(16.676.086.037),-2037968686.0,-846168810.0,,-4477451890.0,-9314496651.0,-16676086037.0
- Phân loại nhóm tài sản,GIÁ TRỊ HAO MÒN > - Phân loại nhóm tài sản,- Phân loại nhóm tài sản,-,(36.470.213),-,36.470.213,-,-,,-36470213.0,,36470213.0,,
- Tăng khác,GIÁ TRỊ HAO MÒN > - Tăng khác,- Tăng khác,(188.835.821),-,-,-,-,(188.835.821),-188835821.0,,,,,-188835821.0
"- Thanh lý, nhượng bán","GIÁ TRỊ HAO MÒN > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,-,79.000.000,-,79.000.000,,,,79000000.0,,79000000.0
- Bàn giao cho Tổng Công ty Quản lý Bay Việt Nam- Công ty TNHH,GIÁ TRỊ HAO MÒN > - Bàn giao cho Tổng Công ty Quản lý Bay Việt Nam- Công ty TNHH,- Bàn giao cho Tổng Công ty Quản lý Bay Việt Nam- Công ty TNHH,-,-,-,183.080.807,-,183.080.807,,,,183080807.0,,183080807.0
- Giảm do không còn nằm giữ quyền kiểm soát tại Công ty Cổ phần Thương mại Hàng không Cam Ranh,GIÁ TRỊ HAO MÒN > - Giảm do không còn nằm giữ quyền kiểm soát tại Công ty Cổ phần Thương mại Hàng không Cam Ranh,- Giảm do không còn nằm giữ quyền kiểm soát tại Công ty Cổ phần Thương mại Hàng không Cam Ranh,-,-,-,63.700.000,-,63.700.000,,,,63700000.0,,63700000.0
31/12/2015,GIÁ TRỊ HAO MÒN > 31/12/2015,31/12/2015,(6.391.699.926),(1.432.031.876),(100.555.555),(14.769.859.833),(71.949.189.170),(94.643.336.360),-6391699926.0,-1432031876.0,-100555555.0,-14769859833.0,-71949189170.0,-94643336360.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,,
01/01/2015,GIÁ TRỊ CÒN LẠI > 01/01/2015,01/01/2015,38.875.791.342,2.289.645.147,-,7.893.150.738,34.926.346.829,83.984.934.056,38875791342.0,2289645147.0,,7893150738.0,34926346829.0,83984934056.0
31/12/2015,GIÁ TRỊ CÒN LẠI > 31/12/2015,31/12/2015,36.648.986.835,1.596.235.124,-,7.549.429.884,25.611.850.178,71.406.502.021,36648986835.0,1596235124.0,,7549429884.0,25611850178.0,71406502021.0
