row_label_raw,row_label_full,col_0,31/12/2015 > Giá trị ghi số,31/12/2015 > Dự phòng,31/12/2015 > Giá trị hợp lý (*),01/01/2015 > Giá trị ghi số,01/01/2015 > Dự phòng,01/01/2015 > Giá trị hợp lý (*),numeric__31/12/2015 > Giá trị ghi số,numeric__31/12/2015 > Dự phòng,numeric__31/12/2015 > Giá trị hợp lý (*),numeric__01/01/2015 > Giá trị ghi số,numeric__01/01/2015 > Dự phòng,numeric__01/01/2015 > Giá trị hợp lý (*)
,,,VND,VND,VND,VND,VND,VND,,,,,,
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",420.912.964.361,(14.900.289.718),406.012.674.643,78.459.872.644,-,78.459.872.644,420912964361.0,-14900289718.0,406012674643.0,78459872644.0,,78459872644.0
- Công ty Cổ phần Thương mại xăng dầu Tân Sơn Nhất,- Công ty Cổ phần Thương mại xăng dầu Tân Sơn Nhất,- Công ty Cổ phần Thương mại xăng dầu Tân Sơn Nhất,137.222.627.153,-,137.222.627.153,-,-,-,137222627153.0,,137222627153.0,,,
- Công ty TNHH Nova Sasco,- Công ty TNHH Nova Sasco,- Công ty TNHH Nova Sasco,111.800.000.000,-,111.800.000.000,-,-,-,111800000000.0,,111800000000.0,,,
- Công ty Cổ phần Dịch vụ hàng hóa Hàng không,- Công ty Cổ phần Dịch vụ hàng hóa Hàng không,- Công ty Cổ phần Dịch vụ hàng hóa Hàng không,61.224.331.097,-,61.224.331.097,-,-,-,61224331097.0,,61224331097.0,,,
- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,36.459.688.028,-,36.459.688.028,-,-,-,36459688028.0,,36459688028.0,,,
- Công ty TNHH Dịch vụ Báo dưỡng máy bay Cảng hàng không miền Nam,- Công ty TNHH Dịch vụ Báo dưỡng máy bay Cảng hàng không miền Nam,- Công ty TNHH Dịch vụ Báo dưỡng máy bay Cảng hàng không miền Nam,23.133.807.170,-,23.133.807.170,17.361.006.666,-,17.361.006.666,23133807170.0,,23133807170.0,17361006666.0,,17361006666.0
- Công ty TNHH Phú Quốc - Sasco,- Công ty TNHH Phú Quốc - Sasco,- Công ty TNHH Phú Quốc - Sasco,11.017.859.219,-,11.017.859.219,11.002.513.582,-,11.002.513.582,11017859219.0,,11017859219.0,11002513582.0,,11002513582.0
- Công ty Cổ phần Vận tải Hàng không Miền Nam,- Công ty Cổ phần Vận tải Hàng không Miền Nam,- Công ty Cổ phần Vận tải Hàng không Miền Nam,14.571.407.255,-,14.571.407.255,13.848.140.459,-,13.848.140.459,14571407255.0,,14571407255.0,13848140459.0,,13848140459.0
- Công ty Cổ phần Thương mại Hàng không Miền Nam,- Công ty Cổ phần Thương mại Hàng không Miền Nam,- Công ty Cổ phần Thương mại Hàng không Miền Nam,7.140.780.121,-,7.140.780.121,7.316.422.219,-,7.316.422.219,7140780121.0,,7140780121.0,7316422219.0,,7316422219.0
- Công ty Cổ phần Phát triển Vườn Xanh,- Công ty Cổ phần Phát triển Vườn Xanh,- Công ty Cổ phần Phát triển Vườn Xanh,1.442.174.600,-,1.442.174.600,1.200.000.000,-,1.200.000.000,1442174600.0,,1442174600.0,1200000000.0,,1200000000.0
- Công ty Cổ phần Đầu tư Thương mại Bầu Trời Xanh,- Công ty Cổ phần Đầu tư Thương mại Bầu Trời Xanh,- Công ty Cổ phần Đầu tư Thương mại Bầu Trời Xanh,2.000.000.000,-,2.000.000.000,-,-,-,2000000000.0,,2000000000.0,,,
- Công ty Cổ phần Sài Gòn sân bay,- Công ty Cổ phần Sài Gòn sân bay,- Công ty Cổ phần Sài Gòn sân bay,-,-,-,12.831.500.000,-,12.831.500.000,,,,12831500000.0,,12831500000.0
- Công ty Liên doanh Cổ phần Nhà Việt,- Công ty Liên doanh Cổ phần Nhà Việt,- Công ty Liên doanh Cổ phần Nhà Việt,14.900.289.718,(14.900.289.718),-,14.900.289.718,-,14.900.289.718,14900289718.0,-14900289718.0,,14900289718.0,,14900289718.0
