row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2015 VND,Năm 2014 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2015 VND,numeric__Năm 2014 VND
Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,,,,,,,,
"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","Lưu chuyển tiền từ hoạt động tài chính > Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,,-,321.939.231.747,31.0,,,321939231747.0
"Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành","Lưu chuyển tiền từ hoạt động tài chính > Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành","Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",32,,(28.000.000),-,32.0,,-28000000.0,
Tiền thu từ đi vay,Lưu chuyển tiền từ hoạt động tài chính > Tiền thu từ đi vay,Tiền thu từ đi vay,33,,1.174.474.977.101,5.961.326.516.911,33.0,,1174474977101.0,5961326516911.0
Tiền trả nợ gốc vay,Lưu chuyển tiền từ hoạt động tài chính > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,,(643.875.660.162),(666.501.173.147),34.0,,-643875660162.0,-666501173147.0
"Cổ tức, lợi nhuận đã trả cho chủ sở hữu","Lưu chuyển tiền từ hoạt động tài chính > Cổ tức, lợi nhuận đã trả cho chủ sở hữu","Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(1.363.755.494.034),(280.607.453.975),36.0,,-1363755494034.0,-280607453975.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(833.184.177.095),5.336.157.121.536,40.0,,-833184177095.0,5336157121536.0
Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,50,,566.186.882.039,1.370.786.398.249,50.0,,566186882039.0,1370786398249.0
Tiền và tương đương tiền đầu năm,Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,4,3.897.438.211.993,2.516.391.493.246,60.0,4.0,3897438211993.0,2516391493246.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Lưu chuyển tiền từ hoạt động tài chính > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,2.857.099.021,10.260.320.498,61.0,,2857099021.0,10260320498.0
Tiền và tương đương tiền cuối năm,Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,4,4.466.482.193.053,3.897.438.211.993,70.0,4.0,4466482193053.0,3897438211993.0
