row_label_raw,row_label_full,Ông Nguyễn Nguyên Hùng,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Lê Mạnh Hùng,Ông Lê Mạnh Hùng,Ông Lê Mạnh Hùng,Thành viên,,,
Bà Lê Thị Diệu Thúy,Bà Lê Thị Diệu Thúy,Bà Lê Thị Diệu Thúy,Thành viên,Bổ nhiệm từ tháng 4/2015,,
Ông Phan Lê Hoan,Ông Phan Lê Hoan,Ông Phan Lê Hoan,Thành viên,Thôi giữ chức từ tháng 4/2015,,
Ông Nguyễn Công Hoàn,Ông Nguyễn Công Hoàn,Ông Nguyễn Công Hoàn,Thành viên,Thôi giữ chức từ tháng 4/2015,,
Ông Đặng Tuấn Tú,Ông Đặng Tuấn Tú,Ông Đặng Tuấn Tú,Thành viên,Thôi giữ chức từ tháng 4/2015,,
