row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2015 VND,Năm 2014 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2015 VND,numeric__Năm 2014 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,23,13.267.508.169.208,10.583.813.150.090,1.0,23.0,13267508169208.0,10583813150090.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,23,94.748.820.678,29.102.147.966,2.0,23.0,94748820678.0,29102147966.0
Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,10,23,13.172.759.348.530,10.554.711.002.124,10.0,23.0,13172759348530.0,10554711002124.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,24,9.656.021.461.154,7.489.025.377.090,11.0,24.0,9656021461154.0,7489025377090.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,3.516.737.887.376,3.065.685.625.034,20.0,,3516737887376.0,3065685625034.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,25,959.726.497.099,2.504.498.699.978,21.0,25.0,959726497099.0,2504498699978.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,26,810.631.345.912,501.363.338.417,22.0,26.0,810631345912.0,501363338417.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,89.866.585.692,66.409.859.888,23.0,,89866585692.0,66409859888.0
"Lãi/lỗ trong công ty liên doanh, liên kết","Lãi/lỗ trong công ty liên doanh, liên kết","Lãi/lỗ trong công ty liên doanh, liên kết",24,,20.484.436.995,1.918.034.741,24.0,,20484436995.0,1918034741.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,27,428.367.727.111,416.368.207.172,25.0,27.0,428367727111.0,416368207172.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,27,1.203.303.426.997,1.296.312.510.699,26.0,27.0,1203303426997.0,1296312510699.0
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,30,,2.054.646.321.450,3.358.058.303.465,30.0,,2054646321450.0,3358058303465.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,28,260.432.716.203,127.234.496.924,31.0,28.0,260432716203.0,127234496924.0
Chi phí khác,Chi phí khác,Chi phí khác,32,29,37.653.173.646,77.784.738.971,32.0,29.0,37653173646.0,77784738971.0
Lợi nhuận khác,Lợi nhuận khác,Lợi nhuận khác,40,,222.779.542.557,49.449.757.953,40.0,,222779542557.0,49449757953.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50,,2.277.425.864.007,3.407.508.061.418,50.0,,2277425864007.0,3407508061418.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,30,562.268.029.818,809.919.893.666,51.0,30.0,562268029818.0,809919893666.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,,(37.942.851.949),(36.230.059.233),52.0,,-37942851949.0,-36230059233.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,1.753.100.686.138,2.633.818.226.985,60.0,,1753100686138.0,2633818226985.0
Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,61,,40.870.203.855,1.644.623.539,61.0,,40870203855.0,1644623539.0
Lợi nhuận sau thuế của Tổng Công ty,Lợi nhuận sau thuế của Tổng Công ty,Lợi nhuận sau thuế của Tổng Công ty,62,,1.712.230.482.283,2.632.173.603.446,62.0,,1712230482283.0,2632173603446.0
