row_label_raw,row_label_full,31/12/2015,Dưới 1 nămVND > 31/12/2015,Từ 1-5 nămVND > 31/12/2015,TổngVND > 31/12/2015,numeric__Dưới 1 nămVND > 31/12/2015,numeric__Từ 1-5 nămVND > 31/12/2015,numeric__TổngVND > 31/12/2015
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,4.466.482.193.053,-,4.466.482.193.053,4466482193053.0,,4466482193053.0
Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,12.864.251.577.500,-,12.864.251.577.500,12864251577500.0,,12864251577500.0
Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,1.968.265.608.593,141.929.096.324,2.110.194.704.917,1968265608593.0,141929096324.0,2110194704917.0
,,,19.298.999.379.146,141.929.096.324,19.440.928.475.470,19298999379146.0,141929096324.0,19440928475470.0
01/01/2015,01/01/2015,01/01/2015,01/01/2015,01/01/2015,01/01/2015,,,
Tiền và các khoản tương đương tiền,01/01/2015 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,3.897.438.211.993,-,3.897.438.211.993,3897438211993.0,,3897438211993.0
Các khoản đầu tư tài chính ngắn hạn,01/01/2015 > Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,10.669.251.577.500,-,10.669.251.577.500,10669251577500.0,,10669251577500.0
Phải thu khách hàng và phải thu khác,01/01/2015 > Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,1.688.870.422.868,397.418.693.855,2.086.289.116.723,1688870422868.0,397418693855.0,2086289116723.0
,,,16.255.560.212.361,397.418.693.855,16.652.978.906.216,16255560212361.0,397418693855.0,16652978906216.0
