row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu VND,Thặng dư vốn cổ phần VND,Vốn khác của chủ sở hữu VND,Cổ phiếu quỹ VND,Chênh lệch tỷ giá hối đoái VND,Quỹ đầu tư phát triển VND,numeric__Vốn góp của chủ sở hữu VND,numeric__Thặng dư vốn cổ phần VND,numeric__Vốn khác của chủ sở hữu VND,numeric__Cổ phiếu quỹ VND,numeric__Chênh lệch tỷ giá hối đoái VND,numeric__Quỹ đầu tư phát triển VND
01/01/2015,01/01/2015,01/01/2015,16.274.430.190.554,48.450.000,212.615.997,-,(1.056.570.177),1.236.142.821,16274430190554.0,48450000.0,212615997.0,,-1056570177.0,1236142821.0
- Tăng vốn từ Ngân sách nhà nước cấp,- Tăng vốn từ Ngân sách nhà nước cấp,- Tăng vốn từ Ngân sách nhà nước cấp,252.505.652.403,,-,-,-,-,252505652403.0,,,,,
- Mua lại cổ phiếu quỹ trong năm,- Mua lại cổ phiếu quỹ trong năm,- Mua lại cổ phiếu quỹ trong năm,,,-,(15.543.216),-,-,,,,-15543216.0,,
- Lãi trong năm nay,- Lãi trong năm nay,- Lãi trong năm nay,-,-,-,-,-,-,,,,,,
- Bàn giao tài sản cho Công ty TNHH Mua bán nợ Việt Nam,- Lãi trong năm nay > - Bàn giao tài sản cho Công ty TNHH Mua bán nợ Việt Nam,- Bàn giao tài sản cho Công ty TNHH Mua bán nợ Việt Nam,(274.398.701.538),-,-,-,-,-,-274398701538.0,,,,,
- Tăng vốn từ quỹ đầu tư phát triển,- Lãi trong năm nay > - Tăng vốn từ quỹ đầu tư phát triển,- Tăng vốn từ quỹ đầu tư phát triển,840.732.170.808,-,-,-,-,(840.732.170.808),840732170808.0,,,,,-840732170808.0
- Trích lập các quỹ,- Lãi trong năm nay > - Trích lập các quỹ,- Trích lập các quỹ,-,,-,,-,840.732.170.808,,,,,,840732170808.0
- Phân phối lợi nhuận,- Phân phối lợi nhuận,- Phân phối lợi nhuận,-,,-,,-,-,,,,,,
- Nộp lợi nhuận còn lại vào NSNN,- Nộp lợi nhuận còn lại vào NSNN,- Nộp lợi nhuận còn lại vào NSNN,-,-,-,-,-,-,,,,,,
- Đánh giá lại tài sản theo biên bản xác định giá trị doanh nghiệp,- Đánh giá lại tài sản theo biên bản xác định giá trị doanh nghiệp,- Đánh giá lại tài sản theo biên bản xác định giá trị doanh nghiệp,-,,-,-,-,-,,,,,,
- Tiền bán cổ phần Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Tiền bán cổ phần Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Tiền bán cổ phần Công ty Cổ phần Phục vụ Mặt đất Hà Nội,-,,-,-,-,-,,,,,,
- Tăng vốn từ quỹ đầu tư phát triển,- Tăng vốn từ quỹ đầu tư phát triển,- Tăng vốn từ quỹ đầu tư phát triển,-,,-,-,-,-,,,,,,
"- Điều chỉnh lợi ích trong công ty liên doanh, liên kết","- Điều chỉnh lợi ích trong công ty liên doanh, liên kết","- Điều chỉnh lợi ích trong công ty liên doanh, liên kết",-,,-,-,-,-,,,,,,
- Điều chỉnh lãi do thanh lý khoản đầu tư tại Công ty Cổ phần Thương mại Cam Ranh,- Điều chỉnh lãi do thanh lý khoản đầu tư tại Công ty Cổ phần Thương mại Cam Ranh,- Điều chỉnh lãi do thanh lý khoản đầu tư tại Công ty Cổ phần Thương mại Cam Ranh,-,-,-,-,-,-,,,,,,
- Ảnh hưởng do thay đổi tỷ lệ lợi ích khoản đầu tư vào đơn vị khác,- Điều chỉnh lãi do thanh lý khoản đầu tư tại Công ty Cổ phần Thương mại Cam Ranh > - Ảnh hưởng do thay đổi tỷ lệ lợi ích khoản đầu tư vào đơn vị khác,- Ảnh hưởng do thay đổi tỷ lệ lợi ích khoản đầu tư vào đơn vị khác,-,(48.450.000),(212.615.997),-,101.662.579,(1.236.142.821),,-48450000.0,-212615997.0,,101662579.0,-1236142821.0
+ Công ty Cổ phần Thương mại Hàng không Cam Ranh,- Điều chỉnh lãi do thanh lý khoản đầu tư tại Công ty Cổ phần Thương mại Cam Ranh > + Công ty Cổ phần Thương mại Hàng không Cam Ranh,+ Công ty Cổ phần Thương mại Hàng không Cam Ranh,-,(48.450.000),(212.615.997),-,-,(1.236.142.821),,-48450000.0,-212615997.0,,,-1236142821.0
+ Công ty Cổ phần Thương mại Xăng đầu Tân Sơn Nhất,- Điều chỉnh lãi do thanh lý khoản đầu tư tại Công ty Cổ phần Thương mại Cam Ranh > + Công ty Cổ phần Thương mại Xăng đầu Tân Sơn Nhất,+ Công ty Cổ phần Thương mại Xăng đầu Tân Sơn Nhất,-,-,-,-,101.662.579,-,,,,,101662579.0,
+ Công ty Cổ phần Sài Gòn Sản bay,+ Công ty Cổ phần Sài Gòn Sản bay,+ Công ty Cổ phần Sài Gòn Sản bay,-,-,-,-,-,-,,,,,,
- Điều chỉnh do các giao dịch nội bộ Tổng Công ty,- Điều chỉnh do các giao dịch nội bộ Tổng Công ty,- Điều chỉnh do các giao dịch nội bộ Tổng Công ty,-,-,-,-,-,-,,,,,,
- Giảm khác,- Giảm khác,- Giảm khác,-,-,-,-,-,-,,,,,,
31/12/2015,- Giảm khác > 31/12/2015,31/12/2015,17.093.269.312.227,-,-,(15.543.216),(954.907.598),-,17093269312227.0,,,-15543216.0,-954907598.0,
