row_label_raw,row_label_full,col_0,31/12/2015 > Giá trị VND,31/12/2015 > Dự phòng VND,01/01/2015 > Giá trị VND,01/01/2015 > Dự phòng VND,numeric__31/12/2015 > Giá trị VND,numeric__31/12/2015 > Dự phòng VND,numeric__01/01/2015 > Giá trị VND,numeric__01/01/2015 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,548.330.480.015,(49.765.684.331),666.645.955.952,-,548330480015.0,-49765684331.0,666645955952.0,
- Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,9.723.317.928,-,1.915.263.000,-,9723317928.0,,1915263000.0,
"- Phải thu về cổ tức, lợi nhuận được chia","- Phải thu về cổ tức, lợi nhuận được chia","- Phải thu về cổ tức, lợi nhuận được chia",1.777.164.000,-,24.770.033.194,-,1777164000.0,,24770033194.0,
- Tạm ứng kinh phí giải phóng mặt bằng cho công trình xây dựng,- Tạm ứng kinh phí giải phóng mặt bằng cho công trình xây dựng,- Tạm ứng kinh phí giải phóng mặt bằng cho công trình xây dựng,28.108.179.654,-,-,-,28108179654.0,,,
- Phần thuế GTGT đầu vào chưa kê khai khấu trừ,- Phần thuế GTGT đầu vào chưa kê khai khấu trừ,- Phần thuế GTGT đầu vào chưa kê khai khấu trừ,18.316.947.553,-,3.572.875.257,-,18316947553.0,,3572875257.0,
- Tạm ứng,- Tạm ứng,- Tạm ứng,2.188.712.196,-,2.375.098.692,-,2188712196.0,,2375098692.0,
"- Ký cược, ký quỹ","- Ký cược, ký quỹ","- Ký cược, ký quỹ",310.800.000,-,,-,310800000.0,,,
"- Phải thu lãi tiền gửi có kỳ hạn, lãi cho vay","- Phải thu lãi tiền gửi có kỳ hạn, lãi cho vay","- Phải thu lãi tiền gửi có kỳ hạn, lãi cho vay",398.968.843.342,-,469.515.138.287,-,398968843342.0,,469515138287.0,
- Kinh phí công đoàn,- Kinh phí công đoàn,- Kinh phí công đoàn,2.690.823.484,-,-,-,2690823484.0,,,
- Bảo hiểm xã hội,- Bảo hiểm xã hội,- Bảo hiểm xã hội,632.636.159,-,856.013.027,-,632636159.0,,856013027.0,
- Xuất vật tư sữa chữa nhưng chưa quyết toán,- Xuất vật tư sữa chữa nhưng chưa quyết toán,- Xuất vật tư sữa chữa nhưng chưa quyết toán,6.360.157.804,-,-,-,6360157804.0,,,
- Phải thu công trình,- Phải thu công trình,- Phải thu công trình,2.709.820.889,-,-,-,2709820889.0,,,
- Các khoản chi hộ cho Công ty liên doanh Cổ phần Nhà Việt,- Các khoản chi hộ cho Công ty liên doanh Cổ phần Nhà Việt,- Các khoản chi hộ cho Công ty liên doanh Cổ phần Nhà Việt,43.765.684.331,(43.765.684.331),35.224.998.294,-,43765684331.0,-43765684331.0,35224998294.0,
- Công ty cho thuê tài chính 2 - Ngân hàng NN & PTNT Việt Nam,- Công ty cho thuê tài chính 2 - Ngân hàng NN & PTNT Việt Nam,- Công ty cho thuê tài chính 2 - Ngân hàng NN & PTNT Việt Nam,6.000.000.000,(6.000.000.000),6.000.000.000,-,6000000000.0,-6000000000.0,6000000000.0,
- Phải thu Bộ Tư lệnh Quân chủng phòng không không quân,- Phải thu Bộ Tư lệnh Quân chủng phòng không không quân,- Phải thu Bộ Tư lệnh Quân chủng phòng không không quân,-,-,20.000.000.000,-,,,20000000000.0,
- Phải thu khác (*),- Phải thu khác (*),- Phải thu khác (*),26.777.392.675,-,102.416.536.201,-,26777392675.0,,102416536201.0,
Dài hạn,Dài hạn,Dài hạn,447.777.353.441,(242.115.942.512),740.970.028.460,(272.400.000.000),447777353441.0,-242115942512.0,740970028460.0,-272400000000.0
