row_label_raw,row_label_full,col_0,31/12/2015 > Giá trịVND,31/12/2015 > Số có khả năng trả nợVND,01/01/2015 > Giá trịVND,01/01/2015 > Số có khả năng trả nợVND,numeric__31/12/2015 > Giá trịVND,numeric__31/12/2015 > Số có khả năng trả nợVND,numeric__01/01/2015 > Giá trịVND,numeric__01/01/2015 > Số có khả năng trả nợVND
Phải trả người bán là các bên liên quan,Phải trả người bán là các bên liên quan,Phải trả người bán là các bên liên quan,Phải trả người bán là các bên liên quan,Phải trả người bán là các bên liên quan,Phải trả người bán là các bên liên quan,Phải trả người bán là các bên liên quan,,,,
- Công ty TNHH Dịch vụ Bảo dưỡng Máy bay miền Nam,Phải trả người bán là các bên liên quan > - Công ty TNHH Dịch vụ Bảo dưỡng Máy bay miền Nam,- Công ty TNHH Dịch vụ Bảo dưỡng Máy bay miền Nam,4.270.000,4.270.000,4.270.000,4.270.000,4270000.0,4270000.0,4270000.0,4270000.0
- Công ty Cổ phần Vận tải hàng không Miền Nam,Phải trả người bán là các bên liên quan > - Công ty Cổ phần Vận tải hàng không Miền Nam,- Công ty Cổ phần Vận tải hàng không Miền Nam,587.948.727,587.948.727,38.374.408,38.374.408,587948727.0,587948727.0,38374408.0,38374408.0
- Công ty Cổ phần thương mại Hàng không Miền Nam,Phải trả người bán là các bên liên quan > - Công ty Cổ phần thương mại Hàng không Miền Nam,- Công ty Cổ phần thương mại Hàng không Miền Nam,7.550.000,7.550.000,20.450.000,20.450.000,7550000.0,7550000.0,20450000.0,20450000.0
- Công ty Cổ phần thương mại Xăng dầu Tân Sơn Nhất,Phải trả người bán là các bên liên quan > - Công ty Cổ phần thương mại Xăng dầu Tân Sơn Nhất,- Công ty Cổ phần thương mại Xăng dầu Tân Sơn Nhất,1.215.362.871,1.215.362.871,-,-,1215362871.0,1215362871.0,,
- Công ty Cổ phần phát triển Vườn Xanh,Phải trả người bán là các bên liên quan > - Công ty Cổ phần phát triển Vườn Xanh,- Công ty Cổ phần phát triển Vườn Xanh,1.906.790.918,1.906.790.918,2.081.715.585,2.081.715.585,1906790918.0,1906790918.0,2081715585.0,2081715585.0
- Công ty liên doanh Cổ phần Nhà Việt,Phải trả người bán là các bên liên quan > - Công ty liên doanh Cổ phần Nhà Việt,- Công ty liên doanh Cổ phần Nhà Việt,995.285.769,995.285.769,1.175.482.346,1.175.482.346,995285769.0,995285769.0,1175482346.0,1175482346.0
- Công ty Cổ phần Đầu tư thương mại Bầu Trời Xanh,Phải trả người bán là các bên liên quan > - Công ty Cổ phần Đầu tư thương mại Bầu Trời Xanh,- Công ty Cổ phần Đầu tư thương mại Bầu Trời Xanh,145.638.180,145.638.180,-,-,145638180.0,145638180.0,,
- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Phải trả người bán là các bên liên quan > - Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,438.273.000,438.273.000,-,-,438273000.0,438273000.0,,
,,,5.301.119.465,5.301.119.465,3.320.292.339,3.320.292.339,5301119465.0,5301119465.0,3320292339.0,3320292339.0
