row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015 VND,01/01/2015 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__01/01/2015 VND
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9,548.330.480.015,666.645.955.952,136.0,9.0,548330480015.0,666645955952.0
Dự phòng các khoản phải thu khó đòi,Dự phòng các khoản phải thu khó đòi,Dự phòng các khoản phải thu khó đòi,137,,(65.545.317.954),(257.966.500),137.0,,-65545317954.0,-257966500.0
Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,-,986.678,139.0,,,986678.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,8,711.653.416.259,540.335.803.347,140.0,8.0,711653416259.0,540335803347.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,711.653.416.259,540.335.803.347,141.0,,711653416259.0,540335803347.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,294.651.737.319,518.656.804.369,150.0,,294651737319.0,518656804369.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,10,36.432.030.600,13.333.690.741,151.0,10.0,36432030600.0,13333690741.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,160.457.773.343,481.282.531.584,152.0,,160457773343.0,481282531584.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,17,97.761.933.376,24.040.582.044,153.0,17.0,97761933376.0,24040582044.0
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,23.036.327.432.825,24.770.618.412.752,200.0,,23036327432825.0,24770618412752.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,179.312.342.416,442.194.291.147,210.0,,179312342416.0,442194291147.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9,447.777.353.441,740.970.028.460,216.0,9.0,447777353441.0,740970028460.0
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,,(268.465.011.025),(298.775.737.313),219.0,,-268465011025.0,-298775737313.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,20.661.233.695.634,21.040.542.195.824,220.0,,20661233695634.0,21040542195824.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,11,20.589.827.193.613,20.956.557.261.768,221.0,11.0,20589827193613.0,20956557261768.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,37.173.063.774.268,34.322.135.820.487,222.0,,37173063774268.0,34322135820487.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(16.583.236.580.655),(13.365.578.558.719),223.0,,-16583236580655.0,-13365578558719.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,12,71.406.502.021,83.984.934.056,227.0,12.0,71406502021.0,83984934056.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,166.049.838.381,162.089.129.365,228.0,,166049838381.0,162089129365.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(94.643.336.360),(78.104.195.309),229.0,,-94643336360.0,-78104195309.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,14,32.243.749.055,37.782.417.455,230.0,14.0,32243749055.0,37782417455.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,37.252.913.794,43.544.772.545,231.0,,37252913794.0,43544772545.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(5.009.164.739),(5.762.355.090),232.0,,-5009164739.0,-5762355090.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,13,1.053.856.872.618,2.527.454.359.102,240.0,13.0,1053856872618.0,2527454359102.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,1.053.856.872.618,2.527.454.359.102,242.0,,1053856872618.0,2527454359102.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5c,642.381.611.143,283.698.809.144,250.0,,642381611143.0,283698809144.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,,420.912.964.361,78.459.872.644,252.0,,420912964361.0,78459872644.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,,236.368.936.500,205.238.936.500,253.0,,236368936500.0,205238936500.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(14.900.289.718),-,254.0,,-14900289718.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,467.299.161.959,438.946.340.080,260.0,,467299161959.0,438946340080.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,10,80.924.435.664,90.414.653.681,261.0,10.0,80924435664.0,90414653681.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,15,386.374.726.295,348.531.686.399,262.0,15.0,386374726295.0,348531686399.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,44.851.705.733.557,43.772.201.441.598,270.0,,44851705733557.0,43772201441598.0
