row_label_raw,row_label_full,col_0,Năm 2015VND,Năm 2014VND,numeric__Năm 2015VND,numeric__Năm 2014VND
Thu đền bù tài sản dở dang trên khu đất Hồng Hà,Thu đền bù tài sản dở dang trên khu đất Hồng Hà,Thu đền bù tài sản dở dang trên khu đất Hồng Hà,163.800.000.000,-,163800000000.0,
Thanh lý nhượng bán Tài sản cố định,Thanh lý nhượng bán Tài sản cố định,Thanh lý nhượng bán Tài sản cố định,50.574.352.558,9.794.289.297,50574352558.0,9794289297.0
Thu bồi thường giải phóng mặt bằng,Thu bồi thường giải phóng mặt bằng,Thu bồi thường giải phóng mặt bằng,15.603.523.715,23.870.000.000,15603523715.0,23870000000.0
Chênh lệch do đánh giá lại tài sản góp vốn,Chênh lệch do đánh giá lại tài sản góp vốn,Chênh lệch do đánh giá lại tài sản góp vốn,13.041.815.401,-,13041815401.0,
"Thu nhập từ hỗ trợ bán hàng, khuyến mại","Thu nhập từ hỗ trợ bán hàng, khuyến mại","Thu nhập từ hỗ trợ bán hàng, khuyến mại",6.874.527.552,-,6874527552.0,
Thu thuế được Ngân sách hoàn lại,Thu thuế được Ngân sách hoàn lại,Thu thuế được Ngân sách hoàn lại,3.511.897.505,-,3511897505.0,
Thu bán hồ sơ thầu,Thu bán hồ sơ thầu,Thu bán hồ sơ thầu,136.418.187,522.404.525,136418187.0,522404525.0
Thu do vi phạm Hợp đồng,Thu do vi phạm Hợp đồng,Thu do vi phạm Hợp đồng,175.681.956,476.340.024,175681956.0,476340024.0
Các khoản công nợ không phải thanh toán,Các khoản công nợ không phải thanh toán,Các khoản công nợ không phải thanh toán,-,6.364.224.332,,6364224332.0
Hoàn nhập chi phí trích trước công trình,Hoàn nhập chi phí trích trước công trình,Hoàn nhập chi phí trích trước công trình,-,26.449.056.062,,26449056062.0
Thu nhập từ bù lãi gộp kinh doanh tại cửa hàng miễn thuế,Thu nhập từ bù lãi gộp kinh doanh tại cửa hàng miễn thuế,Thu nhập từ bù lãi gộp kinh doanh tại cửa hàng miễn thuế,-,40.655.529.523,,40655529523.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,6.714.499.329,19.102.653.161,6714499329.0,19102653161.0
,,,260.432.716.203,127.234.496.924,260432716203.0,127234496924.0
