row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,
01,01,01,Mua sắm tài sản cố định,(560.725),(287.133),,-560725.0,-287133.0
02,02,02,"Tiền thu/(chi) từ thanh lý, nhượng bán tài sản cố định",289.677,(10.459),,289677.0,-10459.0
04,04,04,Mua sắm bất động sản đầu tư,-,(37.905),,,-37905.0
08,08,08,Tiền thu/(chi) từ các khoản đầu tư dài hạn,587.075,(194.722),,587075.0,-194722.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",61.686,91.679,,61686.0,91679.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,377.713,(438.540),,377713.0,-438540.0
01,01,01,Tăng vốn cổ phần từ phát hành cổ phiếu,-,4.438.347,,,4438347.0
02,02,02,Cổ tức trả cho cổ đông,(22.185),(578.414),,-22185.0,-578414.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,(22.185),3.859.933,,-22185.0,3859933.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,(3.153.296),5.868.812,,-3153296.0,5868812.0
V,V,V,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM ĐẦU NĂM,26.002.366,20.133.554,,26002366.0,20133554.0
VII,VII,VII,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM CUỐI NĂM (Thuyết minh 34),22.849.070,26.002.366,,22849070.0,26002366.0
