row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,%,31/12/2015Triệu VND,%_1,numeric__31/12/2016Triệu VND,numeric__%,numeric__31/12/2015Triệu VND,numeric__%_1
Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,,,,
"Nông lâm nghiệp, thủy sản","Dư nợ cho vay khách hàng của Ngân hàng > Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",2.054.667,"1,36",1.892.700,"1,56",2054667.0,1.36,1892700.0,1.56
Khai khoáng,Dư nợ cho vay khách hàng của Ngân hàng > Khai khoáng,Khai khoáng,3.346.030,"2,22",3.622.702,"2,99",3346030.0,2.22,3622702.0,2.99
"Công nghiệp chế biến, chế tạo","Dư nợ cho vay khách hàng của Ngân hàng > Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",23.770.461,"15,76",19.879.561,"16,38",23770461.0,15.76,19879561.0,16.38
"SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Dư nợ cho vay khách hàng của Ngân hàng > SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",5.468.420,"3,63",4.222.497,"3,48",5468420.0,3.63,4222497.0,3.48
"Cung cấp nước, QL&XL rác thải, nước thải","Dư nợ cho vay khách hàng của Ngân hàng > Cung cấp nước, QL&XL rác thải, nước thải","Cung cấp nước, QL&XL rác thải, nước thải",544.159,"0,36",251.939,"0,21",544159.0,0.36,251939.0,0.21
Xây dựng,Dư nợ cho vay khách hàng của Ngân hàng > Xây dựng,Xây dựng,14.172.008,"9,40",10.600.141,"8,74",14172008.0,9.4,10600141.0,8.74
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Dư nợ cho vay khách hàng của Ngân hàng > Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",36.893.657,"24,48",33.570.465,"27,65",36893657.0,24.48,33570465.0,27.65
"Vận tải, kho bãi","Dư nợ cho vay khách hàng của Ngân hàng > Vận tải, kho bãi","Vận tải, kho bãi",11.183.378,"7,42",10.353.397,"8,53",11183378.0,7.42,10353397.0,8.53
Dịch vụ lưu trú & ăn uống,Dư nợ cho vay khách hàng của Ngân hàng > Dịch vụ lưu trú & ăn uống,Dịch vụ lưu trú & ăn uống,1.700.284,"1,13",1.046.599,"0,86",1700284.0,1.13,1046599.0,0.86
