row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
Thu từ các khoản nợ đã xử lý,Thu nhập từ hoạt động khác > Thu từ các khoản nợ đã xử lý,Thu từ các khoản nợ đã xử lý,508.786,458.775,508786.0,458775.0
Thu từ hoạt động ủy thác,Thu nhập từ hoạt động khác > Thu từ hoạt động ủy thác,Thu từ hoạt động ủy thác,2.305,7.227,2305.0,7227.0
Thu từ thanh lý tài sản,Thu nhập từ hoạt động khác > Thu từ thanh lý tài sản,Thu từ thanh lý tài sản,345.386,86,345386.0,86.0
Thu từ các hoạt động kinh doanh bất động sản,Thu nhập từ hoạt động khác > Thu từ các hoạt động kinh doanh bất động sản,Thu từ các hoạt động kinh doanh bất động sản,19.817,34.101,19817.0,34101.0
Lỗ từ các công cụ tài chính phải sinh khác,Thu nhập từ hoạt động khác > Lỗ từ các công cụ tài chính phải sinh khác,Lỗ từ các công cụ tài chính phải sinh khác,42.117,70.153,42117.0,70153.0
Thu từ hoạt động kinh doanh khác,Thu nhập từ hoạt động khác > Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,100.962,40.920,100962.0,40920.0
,,,1.019.373,611.262,1019373.0,611262.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
Lỗ từ các công cụ tài chính phải sinh khác,Chi phí hoạt động khác > Lỗ từ các công cụ tài chính phải sinh khác,Lỗ từ các công cụ tài chính phải sinh khác,(44.735),(62.893),-44735.0,-62893.0
Chi cho hoạt động kinh doanh khác,Chi phí hoạt động khác > Chi cho hoạt động kinh doanh khác,Chi cho hoạt động kinh doanh khác,(97.819),(23.630),-97819.0,-23630.0
,,,(142.554),(86.523),-142554.0,-86523.0
,,,876.819,524.739,876819.0,524739.0
