row_label_raw,row_label_full,Tiền gửi của khách hàng bằng Đồng Việt Nam,100%,numeric__100%
"Vàng miếng, trừ vàng miếng không có giá niêm yết và các loại vàng khác, tiền gửi của khách hàng bằng ngoại tệ","Vàng miếng, trừ vàng miếng không có giá niêm yết và các loại vàng khác, tiền gửi của khách hàng bằng ngoại tệ","Vàng miếng, trừ vàng miếng không có giá niêm yết và các loại vàng khác, tiền gửi của khách hàng bằng ngoại tệ",95%,0.95
"Trái phiếu chính phủ, công cụ chuyển nhượng, giấy tờ có giá do Ngân hàng phát hành; thẻ tiết kiệm, chứng chỉ tiền gửi, ký phiếu, tín phiếu do tổ chức tin dụng, chỉ nhánh ngân hàng nước ngoài khác phát hành:","Trái phiếu chính phủ, công cụ chuyển nhượng, giấy tờ có giá do Ngân hàng phát hành; thẻ tiết kiệm, chứng chỉ tiền gửi, ký phiếu, tín phiếu do tổ chức tin dụng, chỉ nhánh ngân hàng nước ngoài khác phát hành:","Trái phiếu chính phủ, công cụ chuyển nhượng, giấy tờ có giá do Ngân hàng phát hành; thẻ tiết kiệm, chứng chỉ tiền gửi, ký phiếu, tín phiếu do tổ chức tin dụng, chỉ nhánh ngân hàng nước ngoài khác phát hành:",,
