row_label_raw,row_label_full,col_0,31/12/2016 > Kỳ hạn,31/12/2016 > Lãi suất năm,31/12/2015 > Kỳ hạn,31/12/2015 > Lãi suất năm,numeric__31/12/2016 > Kỳ hạn,numeric__31/12/2016 > Lãi suất năm,numeric__31/12/2015 > Kỳ hạn,numeric__31/12/2015 > Lãi suất năm
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,,,
Trái phiếu Chính phủ và trái phiếu do Chính phủ,Trái phiếu Chính phủ và trái phiếu do Chính phủ,Trái phiếu Chính phủ và trái phiếu do Chính phủ,Trái phiếu Chính phủ và trái phiếu do Chính phủ,Trái phiếu Chính phủ và trái phiếu do Chính phủ,Trái phiếu Chính phủ và trái phiếu do Chính phủ,Trái phiếu Chính phủ và trái phiếu do Chính phủ,,,,
bảo lãnh,bảo lãnh,bảo lãnh,6 tháng - 15 năm,"4,65% - 12,60%",3 tháng - 15 năm,"0,00% - 13,20%",,,,
Trái phiếu do các TCTD,Trái phiếu do các TCTD,Trái phiếu do các TCTD,Trái phiếu do các TCTD,Trái phiếu do các TCTD,Trái phiếu do các TCTD,Trái phiếu do các TCTD,,,,
trong nước phát hành,trong nước phát hành,trong nước phát hành,10 tháng - 5 năm,"5,56% - 10,35%",6 tháng - 5 năm,"7,90% - 10,33%",,,,
Trái phiếu do các TCKT,Trái phiếu do các TCKT,Trái phiếu do các TCKT,Trái phiếu do các TCKT,Trái phiếu do các TCKT,Trái phiếu do các TCKT,Trái phiếu do các TCKT,,,,
trong nước phát hành,Trái phiếu do các TCKT > trong nước phát hành,trong nước phát hành,5 năm,"9,15%",Không áp dụng,Không áp dụng,,0.0915,,
