row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
Lợi nhuận trước thuếĐiều chỉnh cho các khoản,Lợi nhuận trước thuếĐiều chỉnh cho các khoản,Lợi nhuận trước thuếĐiều chỉnh cho các khoản,3.650.585,3.220.671,3650585.0,3220671.0
- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,(99.248),(88.706),-99248.0,-88706.0
- Các giao dịch nội bộ được cán trừ khi hợp nhất,- Các giao dịch nội bộ được cán trừ khi hợp nhất,- Các giao dịch nội bộ được cán trừ khi hợp nhất,202.299,7.964,202299.0,7964.0
- Lợi nhuận của các chi nhánh nước ngoài,- Lợi nhuận của các chi nhánh nước ngoài,- Lợi nhuận của các chi nhánh nước ngoài,(30.014),(23.914),-30014.0,-23914.0
- Lợi nhuận của các công ty con,- Lợi nhuận của các công ty con,- Lợi nhuận của các công ty con,(141.493),(96.059),-141493.0,-96059.0
- Tài sản thuế TNDN hoãn lại không được ghi nhận,- Tài sản thuế TNDN hoãn lại không được ghi nhận,- Tài sản thuế TNDN hoãn lại không được ghi nhận,580,20.314,580.0,20314.0
- Các chênh lệch tạm thời,- Các chênh lệch tạm thời,- Các chênh lệch tạm thời,-,(5.175),,-5175.0
- Chi phí không được khấu trừ thuế,- Chi phí không được khấu trừ thuế,- Chi phí không được khấu trừ thuế,51.679,32.465,51679.0,32465.0
,,,3.634.388,3.067.560,3634388.0,3067560.0
Chi phí thuế TNDN theo thuế suất của Ngân hàng,Chi phí thuế TNDN theo thuế suất của Ngân hàng,Chi phí thuế TNDN theo thuế suất của Ngân hàng,726.878,674.863,726878.0,674863.0
Thuế TNDN của các chi nhánh nước ngoài,Thuế TNDN của các chi nhánh nước ngoài,Thuế TNDN của các chi nhánh nước ngoài,9.649,7.579,9649.0,7579.0
Thuế TNDN của các công ty con,Thuế TNDN của các công ty con,Thuế TNDN của các công ty con,31.676,21.208,31676.0,21208.0
Dự phòng (thừa)/thiếu trong những năm trước tại các công ty con,Dự phòng (thừa)/thiếu trong những năm trước tại các công ty con,Dự phòng (thừa)/thiếu trong những năm trước tại các công ty con,(1.333),3.748,-1333.0,3748.0
Hoàn nhập thuế TNDN hoãn lại của các công ty con,Hoàn nhập thuế TNDN hoãn lại của các công ty con,Hoàn nhập thuế TNDN hoãn lại của các công ty con,164,1.139,164.0,1139.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,767.034,708.537,767034.0,708537.0
