row_label_raw,row_label_full,▪ Có thời hạn còn lại từ 1 năm đến 5 năm > ▪ Có thời hạn còn lại trên 5 năm,85% > 80%,numeric__85% > 80%
Chứng khoán do các tổ chức tín dụng khác phát hành được niêm yết trên Sở giao dịch chứng khoán,Chứng khoán do các tổ chức tín dụng khác phát hành được niêm yết trên Sở giao dịch chứng khoán,Chứng khoán do các tổ chức tín dụng khác phát hành được niêm yết trên Sở giao dịch chứng khoán,70%,0.7
Chứng khoán do doanh nghiệp khác phát hành được niêm yết trên Sở giao dịch chứng khoán,Chứng khoán do doanh nghiệp khác phát hành được niêm yết trên Sở giao dịch chứng khoán,Chứng khoán do doanh nghiệp khác phát hành được niêm yết trên Sở giao dịch chứng khoán,65%,0.65
"Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá (trừ các chứng khoán và giấy tờ có được quy định tại Điểm c, Khoản 6, Điều 12, Thông tư 02), do tổ chức tín dụng có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá (trừ các chứng khoán và giấy tờ có được quy định tại Điểm c, Khoản 6, Điều 12, Thông tư 02), do tổ chức tín dụng có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá (trừ các chứng khoán và giấy tờ có được quy định tại Điểm c, Khoản 6, Điều 12, Thông tư 02), do tổ chức tín dụng có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành",50%,0.5
"Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá (trừ các chứng khoán và giấy tờ có được quy định tại Điểm c, Khoản 6, Điều 12, Thông tư 02), do tổ chức tín dụng không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá (trừ các chứng khoán và giấy tờ có được quy định tại Điểm c, Khoản 6, Điều 12, Thông tư 02), do tổ chức tín dụng không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá (trừ các chứng khoán và giấy tờ có được quy định tại Điểm c, Khoản 6, Điều 12, Thông tư 02), do tổ chức tín dụng không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành",30%,0.3
"Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành",30%,0.3
"Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành",10%,0.1
Bất động sản,Bất động sản,Bất động sản,50%,0.5
"Vàng miếng không có giá niêm yết, vàng khác và các loại tài sản bảo đảm khác","Vàng miếng không có giá niêm yết, vàng khác và các loại tài sản bảo đảm khác","Vàng miếng không có giá niêm yết, vàng khác và các loại tài sản bảo đảm khác",30%,0.3
