row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,301.988,273.170,301988.0,273170.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,37.905,,37905.0
Giảm trong năm,Nguyên giá > Giảm trong năm,Giảm trong năm,(146.260),(9.087),-146260.0,-9087.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,155.728,301.988,155728.0,301988.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,3.537,505,3537.0,505.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,3.016,3.032,3016.0,3032.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,6.553,3.537,6553.0,3537.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,298.451,272.665,298451.0,272665.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,149.175,298.451,149175.0,298451.0
