row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
Cho vay khách hàng của Ngân hàng,Cho vay khách hàng của Ngân hàng,Cho vay khách hàng của Ngân hàng,Cho vay khách hàng của Ngân hàng,Cho vay khách hàng của Ngân hàng,,
Cho vay các tổ chức kinh tế và cá nhân trong nước,Cho vay khách hàng của Ngân hàng > Cho vay các tổ chức kinh tế và cá nhân trong nước,Cho vay các tổ chức kinh tế và cá nhân trong nước,144.722.659,116.341.975,144722659.0,116341975.0
Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,Cho vay khách hàng của Ngân hàng > Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,430.924,432.151,430924.0,432151.0
"Cho vay bằng vốn tài trợ, ủy thác đầu tư","Cho vay khách hàng của Ngân hàng > Cho vay bằng vốn tài trợ, ủy thác đầu tư","Cho vay bằng vốn tài trợ, ủy thác đầu tư",484.849,533.357,484849.0,533357.0
Các khoản trả thay cho khách hàng,Cho vay khách hàng của Ngân hàng > Các khoản trả thay cho khách hàng,Các khoản trả thay cho khách hàng,-,19.796,,19796.0
Cho vay các tổ chức kinh tế và cá nhân nước ngoài,Cho vay khách hàng của Ngân hàng > Cho vay các tổ chức kinh tế và cá nhân nước ngoài,Cho vay các tổ chức kinh tế và cá nhân nước ngoài,2.809.446,2.627.945,2809446.0,2627945.0
Các khoản phải thu khách hàng củaCông ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng củaCông ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng củaCông ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng củaCông ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng củaCông ty Cổ phần Chứng khoán MB,,
"Các hợp đồng REPO, hỗ trợ tài chính và ứng trước cho khách hàng","Các khoản phải thu khách hàng củaCông ty Cổ phần Chứng khoán MB > Các hợp đồng REPO, hỗ trợ tài chính và ứng trước cho khách hàng","Các hợp đồng REPO, hỗ trợ tài chính và ứng trước cho khách hàng",2.289.824,1.393.406,2289824.0,1393406.0
,,,150.737.702,121.348.630,150737702.0,121348630.0
Phân tích dư nợ cho vay theo chất lượng như sau:,Phân tích dư nợ cho vay theo chất lượng như sau:,Phân tích dư nợ cho vay theo chất lượng như sau:,Phân tích dư nợ cho vay theo chất lượng như sau:,Phân tích dư nợ cho vay theo chất lượng như sau:,,
,,,31/12/2016Triệu VND,31/12/2015Triệu VND,,
