row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2015(Triệu VND),VND,USD,EUR,Vàng,Tiền tệ khác,Tổng cộng,numeric__VND,numeric__USD,numeric__EUR,numeric__Vàng,numeric__Tiền tệ khác,numeric__Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,974.289,208.535,36.086,2.861,13.887,1.235.658,974289.0,208535.0,36086.0,2861.0,13887.0,1235658.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,3.485.774,4.603.657,-,-,92.463,8.181.894,3485774.0,4603657.0,,,92463.0,8181894.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,16.883.814,10.506.452,1.338.555,-,199.129,28.927.950,16883814.0,10506452.0,1338555.0,,199129.0,28927950.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,3.614.309,-,-,-,-,3.614.309,3614309.0,,,,,3614309.0
Các công cụ tài chính phải sinhvà các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinhvà các tài sản tài chính khác,Các công cụ tài chính phải sinhvà các tài sản tài chính khác,2.008.950,(1.891.396),703,-,(21.820),96.437,2008950.0,-1891396.0,703.0,,-21820.0,96437.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,103.279.005,17.816.350,29.850,-,223.425,121.348.630,103279005.0,17816350.0,29850.0,,223425.0,121348630.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,47.583.162,-,-,-,-,47.583.162,47583162.0,,,,,47583162.0
"Gộp vốn, đầu tư dài hạn - gộp","Tài sản > Gộp vốn, đầu tư dài hạn - gộp","Gộp vốn, đầu tư dài hạn - gộp",1.826.769,-,645,-,-,1.827.414,1826769.0,,645.0,,,1827414.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,1.838.511,8.123,-,-,85.055,1.931.689,1838511.0,8123.0,,,85055.0,1931689.0
Bất động sản đầu tư,Tài sản > Bất động sản đầu tư,Bất động sản đầu tư,298.451,-,-,-,-,298.451,298451.0,,,,,298451.0
Tài sản có khác - gộp,Tài sản > Tài sản có khác - gộp,Tài sản có khác - gộp,9.376.744,206.120,183,-,63.050,9.646.097,9376744.0,206120.0,183.0,,63050.0,9646097.0
,,,191.169.778,31.457.841,1.406.022,2.861,655.189,224.691.691,191169778.0,31457841.0,1406022.0,2861.0,655189.0,224691691.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,
Các khoản nợ Chính phủ và NHNNVN,Nợ phải trả > Các khoản nợ Chính phủ và NHNNVN,Các khoản nợ Chính phủ và NHNNVN,1.411.502,-,-,-,-,1.411.502,1411502.0,,,,,1411502.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,6.433.459,1.066.717,29,-,9.281,7.509.486,6433459.0,1066717.0,29.0,,9281.0,7509486.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,148.065.173,31.982.869,1.405.039,-,112.303,181.565.384,148065173.0,31982869.0,1405039.0,,112303.0,181565384.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro",317.958,-,-,-,-,317.958,317958.0,,,,,317958.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,2.450.058,-,-,-,-,2.450.058,2450058.0,,,,,2450058.0
Nợ phải trả khác,Nợ phải trả > Nợ phải trả khác,Nợ phải trả khác,4.274.004,214.398,153,-,115.999,4.604.554,4274004.0,214398.0,153.0,,115999.0,4604554.0
,,,162.952.154,33.263.984,1.405.221,-,237.583,197.858.942,162952154.0,33263984.0,1405221.0,,237583.0,197858942.0
Trạng thái tiền tệ nội bằng,Nợ phải trả > Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,28.217.624,(1.806.143),801,2.861,417.606,26.832.749,28217624.0,-1806143.0,801.0,2861.0,417606.0,26832749.0
