row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2016 Triệu VND,31/12/2015 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2016 Triệu VND,numeric__31/12/2015 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.519.952,1.235.658,,4.0,1519952.0,1235658.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,10.002.478,8.181.894,,5.0,10002478.0,8181894.0
III,A > III,III,"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",6,26.952.799,28.658.950,,6.0,26952799.0,28658950.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,12.885.093,17.784.947,,,12885093.0,17784947.0
2,A > 2,2,Cho vay các TCTD khác,,14.263.922,11.143.003,,,14263922.0,11143003.0
3,A > 3,3,Dự phòng rủi ro,,(196.216),(269.000),,,-196216.0,-269000.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,925.995,3.469.067,,7.0,925995.0,3469067.0
1,A > 1,1,Chứng khoán kinh doanh,,1.060.665,3.614.309,,,1060665.0,3614309.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(134.670),(145.242),,,-134670.0,-145242.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,53.419,96.437,,8.0,53419.0,96437.0
VI,A > VI,VI,Cho vay khách hàng,,148.687.389,119.372.248,,,148687389.0,119372248.0
1,A > 1,1,Cho vay khách hàng,9,150.737.702,121.348.630,,9.0,150737702.0,121348630.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(2.050.313),(1.976.382),,10.0,-2050313.0,-1976382.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,11,53.285.920,46.760.198,,11.0,53285920.0,46760198.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,46.225.522,39.513.026,,,46225522.0,39513026.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,8.681.353,8.070.136,,,8681353.0,8070136.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(1.620.955),(822.964),,,-1620955.0,-822964.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",12,842.259,1.606.122,,12.0,842259.0,1606122.0
3,A > 3,3,Đầu tư vào công ty liên kết,,108.761,362.470,,,108761.0,362470.0
4,A > 4,4,Đầu tư dài hạn khác,,866.557,1.464.944,,,866557.0,1464944.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(133.059),(221.292),,,-133059.0,-221292.0
X,A > X,X,Tài sản cố định,,2.457.844,1.931.689,,,2457844.0,1931689.0
1,A > 1,1,Tài sản cố định hữu hình,13,1.514.214,731.085,,13.0,1514214.0,731085.0
a,A > a,a,Nguyên giá,,2.852.268,1.820.179,,,2852268.0,1820179.0
b,A > b,b,Giá trị hao mòn lũy kế,,(1.338.054),(1.089.094),,,-1338054.0,-1089094.0
3,A > 3,3,Tài sản cố định vô hình,14,943.630,1.200.604,,14.0,943630.0,1200604.0
a,A > a,a,Nguyên giá,,1.404.148,1.574.714,,,1404148.0,1574714.0
b,A > b,b,Giá trị hao mòn lũy kế,,(460.518),(374.110),,,-460518.0,-374110.0
XI,A > XI,XI,Bất động sản đầu tư,15,149.175,298.451,,15.0,149175.0,298451.0
a,A > a,a,Nguyên giá,,155.728,301.988,,,155728.0,301988.0
b,A > b,b,Giá trị hao mòn lũy kế,,(6.553),(3.537),,,-6553.0,-3537.0
XII,A > XII,XII,Tài sản Có khác,16,11.381.270,9.431.279,,16.0,11381270.0,9431279.0
1,A > 1,1,Các khoản phải thu,,7.401.546,5.657.166,,,7401546.0,5657166.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,2.929.142,2.865.221,,,2929142.0,2865221.0
3,A > 3,3,Tài sản thuế thu nhập doanh nghiệp hoãn lại,32,1.641,1.805,,32.0,1641.0,1805.0
4,A > 4,4,Tài sản Có khác,,1.556.606,1.121.905,,,1556606.0,1121905.0
,,,- Trong đó: Lợi thế thương mại,17,84.835,-,,17.0,84835.0,
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(507.665),(214.818),,,-507665.0,-214818.0
,,,TỔNG TÀI SẢN,,256.258.500,221.041.993,,,256258500.0,221041993.0
