row_label_raw,row_label_full,I,NGHĨA VỤ NỘ TIỂM ẦN,115.197.892,89.555.115,numeric__NGHĨA VỤ NỘ TIỂM ẦN,numeric__115.197.892,numeric__89.555.115
1,1,1,Bảo lãnh vay vốn,37.093,149.260,,37093.0,149260.0
2,2,2,Cam kết giao dịch hối đoái,36.433.120,16.374.865,,36433120.0,16374865.0
2,2,2,Cam kết mua ngoại tệ,3.930.388,2.699.398,,3930388.0,2699398.0
2,2,2,Cam kết bán ngoại tệ,5.694.997,4.619.076,,5694997.0,4619076.0
2,2,2,Cam kết giao dịch hoán đổi,26.807.735,9.056.391,,26807735.0,9056391.0
4,4,4,Cam kết trong nghiệp vụ L/C,27.892.246,36.520.147,,27892246.0,36520147.0
5,5,5,Bảo lãnh khác,46.232.202,33.754.130,,46232202.0,33754130.0
6,6,6,Các cam kết khác,4.603.231,2.756.713,,4603231.0,2756713.0
