row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",223.794,161.967,223794.0,161967.0
Lương và các chi phí liên quan,Lương và các chi phí liên quan,Lương và các chi phí liên quan,2.222.110,1.660.746,2222110.0,1660746.0
Chi phí lương và phụ cấp,Chi phí lương và phụ cấp,Chi phí lương và phụ cấp,2.072.052,1.535.745,2072052.0,1535745.0
Các chi phí theo lương,Các chi phí theo lương,Các chi phí theo lương,142.287,119.792,142287.0,119792.0
Chi trợ cấp thất nghiệp,Chi trợ cấp thất nghiệp,Chi trợ cấp thất nghiệp,1.991,1.717,1991.0,1717.0
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,5.780,3.492,5780.0,3492.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,821.682,741.143,821682.0,741143.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí khấu hao,Trong đó: > Chi phí khấu hao,Chi phí khấu hao,328.118,296.267,328118.0,296267.0
Chi phí thuê văn phòng,Trong đó: > Chi phí thuê văn phòng,Chi phí thuê văn phòng,344.933,303.485,344933.0,303485.0
Chi phí quản lý doanh nghiệp,Trong đó: > Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,557.323,521.690,557323.0,521690.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,59.112,56.282,59112.0,56282.0
"Chi phí quảng cáo, tiếp thị và thông tin liên lạc","Trong đó: > Chi phí quảng cáo, tiếp thị và thông tin liên lạc","Chi phí quảng cáo, tiếp thị và thông tin liên lạc",254.992,224.499,254992.0,224499.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",121.902,97.806,121902.0,97806.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,227.857,265.777,227857.0,265777.0
,,,4.174.668,3.449.129,4174668.0,3449129.0
