row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,%,31/12/2015Triệu VND,%_1,numeric__31/12/2016Triệu VND,numeric__%,numeric__31/12/2015Triệu VND,numeric__%_1
Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,,,,
Cho vay các TCKT,Dư nợ cho vay khách hàng của Ngân hàng > Cho vay các TCKT,Cho vay các TCKT,99.979.943,"66,33",85.429.402,"70,39",99979943.0,66.33,85429402.0,70.39
Công ty Nhà nước,Dư nợ cho vay khách hàng của Ngân hàng > Công ty Nhà nước,Công ty Nhà nước,4.047.755,"2,70",4.618.039,"3,81",4047755.0,2.7,4618039.0,3.81
Công ty TNHH MTV Vốn Nhà nước 100%,Dư nợ cho vay khách hàng của Ngân hàng > Công ty TNHH MTV Vốn Nhà nước 100%,Công ty TNHH MTV Vốn Nhà nước 100%,9.137.795,"6,06",9.462.984,"7,80",9137795.0,6.06,9462984.0,7.8
Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,Dư nợ cho vay khách hàng của Ngân hàng > Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,275.504,"0,18",236.835,"0,20",275504.0,0.18,236835.0,0.2
Công ty TNHH khác,Dư nợ cho vay khách hàng của Ngân hàng > Công ty TNHH khác,Công ty TNHH khác,34.206.595,"22,69",25.657.511,"21,14",34206595.0,22.69,25657511.0,21.14
Công ty Cổ phần Vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),Dư nợ cho vay khách hàng của Ngân hàng > Công ty Cổ phần Vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),Công ty Cổ phần Vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),7.831.438,"5,20",9.636.970,"7,94",7831438.0,5.2,9636970.0,7.94
Công ty cổ phần khác,Dư nợ cho vay khách hàng của Ngân hàng > Công ty cổ phần khác,Công ty cổ phần khác,38.933.748,"25,83",33.029.850,"27,20",38933748.0,25.83,33029850.0,27.2
Doanh nghiệp tư nhân,Dư nợ cho vay khách hàng của Ngân hàng > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,2.331.261,"1,55",1.884.653,"1,55",2331261.0,1.55,1884653.0,1.55
Doanh nghiệp có vốn đầu tư nước ngoài,Dư nợ cho vay khách hàng của Ngân hàng > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,2.877.505,"1,91",713.785,"0,59",2877505.0,1.91,713785.0,0.59
Hợp tác xã và liên hiệp hợp tác xã,Dư nợ cho vay khách hàng của Ngân hàng > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,338.342,"0,21",188.775,"0,16",338342.0,0.21,188775.0,0.16
Cho vay cá nhân,Dư nợ cho vay khách hàng của Ngân hàng > Cho vay cá nhân,Cho vay cá nhân,45.053.274,"29,89",31.279.104,"25,78",45053274.0,29.89,31279104.0,25.78
"Hộ kinh doanh, cá nhân","Dư nợ cho vay khách hàng của Ngân hàng > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",45.053.274,"29,89",31.279.104,"25,78",45053274.0,29.89,31279104.0,25.78
"Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội","Dư nợ cho vay khách hàng của Ngân hàng > Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội",605.215,"0,40",618.773,"0,51",605215.0,0.4,618773.0,0.51
"Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội","Dư nợ cho vay khách hàng của Ngân hàng > Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội",412.340,"0,27",397.121,"0,33",412340.0,0.27,397121.0,0.33
Thành phần kinh tế khác,Dư nợ cho vay khách hàng của Ngân hàng > Thành phần kinh tế khác,Thành phần kinh tế khác,192.875,"0,13",221.652,"0,18",192875.0,0.13,221652.0,0.18
Cho vay tại các Chỉ nhánh nước ngoài,Dư nợ cho vay khách hàng của Ngân hàng > Cho vay tại các Chỉ nhánh nước ngoài,Cho vay tại các Chỉ nhánh nước ngoài,2.809.446,"1,86",2.627.945,"2,17",2809446.0,1.86,2627945.0,2.17
Cho vay doanh nghiệp,Dư nợ cho vay khách hàng của Ngân hàng > Cho vay doanh nghiệp,Cho vay doanh nghiệp,2.206.153,"1,46",2.243.608,"1,85",2206153.0,1.46,2243608.0,1.85
Cho vay cá nhân,Dư nợ cho vay khách hàng của Ngân hàng > Cho vay cá nhân,Cho vay cá nhân,603.293,"0,40",384.337,"0,32",603293.0,0.4,384337.0,0.32
,,,148.447.878,"98,48",119.955.224,"98,85",148447878.0,98.48,119955224.0,98.85
Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB,,,,
"Các hợp đồng REPO, hỗ trợ tài chính và ứng trước cho khách hàng","Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB > Các hợp đồng REPO, hỗ trợ tài chính và ứng trước cho khách hàng","Các hợp đồng REPO, hỗ trợ tài chính và ứng trước cho khách hàng",2.289.824,"1,52",1.393.406,"1,15",2289824.0,1.52,1393406.0,1.15
,,,150.737.702,100,121.348.630,100,150737702.0,100.0,121348630.0,100.0
