row_label_raw,row_label_full,col_0,Số cuối nămTriệu VND,Số đầu nămTriệu VND,numeric__Số cuối nămTriệu VND,numeric__Số đầu nămTriệu VND
Chứng khoán Ng,Chứng khoán Ng,Chứng khoán Ng,117.809.263,113.493.762,117809263.0,113493762.0
Chứng khoán Chính phủ,Chứng khoán Chính phủ,Chứng khoán Chính phủ,92.543.643,86.661.272,92543643.0,86661272.0
Chứng khoán Ng do các TCTD khác trong nước phát hành,Chứng khoán Ng do các TCTD khác trong nước phát hành,Chứng khoán Ng do các TCTD khác trong nước phát hành,12.138.717,12.469.514,12138717.0,12469514.0
Chứng khoán Ng do các TCKT trong nước phát hành,Chứng khoán Ng do các TCKT trong nước phát hành,Chứng khoán Ng do các TCKT trong nước phát hành,13.126.903,14.362.976,13126903.0,14362976.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,288.353,163.393,288353.0,163393.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,48.196,124.086,48196.0,124086.0
Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,229.670,39.307,229670.0,39307.0
Chứng khoán Vốn nước ngoài,Chứng khoán Vốn nước ngoài,Chứng khoán Vốn nước ngoài,10.487,-,10487.0,
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(219.772),(252.792),-219772.0,-252792.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(41.767),(88.954),-41767.0,-88954.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(178.005),(163.838),-178005.0,-163838.0
,,,117.877.844,113.404.363,117877844.0,113404363.0
