row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Quá hạn_2,Quá hạn_3,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Quá hạn_2,numeric__Quá hạn_3
,,,Dưới 90 ngày,Từ 91 tới 180 ngày,Từ 181 tới 360 ngày,Trên 360 ngày,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,642.602,762.560,1.617.300,1.008.039,642602.0,762560.0,1617300.0,1008039.0
