row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,Triệu VND,Triệu VND,,
1. Các khoản bảo lãnh,1. Các khoản bảo lãnh,1. Các khoản bảo lãnh,133.192.320,112.556.918,133192320.0,112556918.0
- Bảo lãnh vay vốn,- Bảo lãnh vay vốn,- Bảo lãnh vay vốn,1.620.144,1.004.168,1620144.0,1004168.0
- Bảo lãnh khác,- Bảo lãnh khác,- Bảo lãnh khác,131.572.176,111.552.750,131572176.0,111552750.0
2. Cam kết thanh toán LC,2. Cam kết thanh toán LC,2. Cam kết thanh toán LC,62.740.763,59.008.989,62740763.0,59008989.0
- Thư tin dụng trả ngay,- Thư tin dụng trả ngay,- Thư tin dụng trả ngay,14.551.502,20.243.420,14551502.0,20243420.0
- Thư tin dụng trả chậm,- Thư tin dụng trả chậm,- Thư tin dụng trả chậm,47.955.912,38.765.569,47955912.0,38765569.0
- Cam kết thanh toán trước hạn bộ chứng từ theo L/C nội địa,- Cam kết thanh toán trước hạn bộ chứng từ theo L/C nội địa,- Cam kết thanh toán trước hạn bộ chứng từ theo L/C nội địa,233.349,-,233349.0,
3. Các cam kết dưa ra,3. Các cam kết dưa ra,3. Các cam kết dưa ra,9.661.455,11.642.916,9661455.0,11642916.0
,,,205.594.538,183.208.823,205594538.0,183208823.0
