row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lai),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lai)
,,,Triệu VND,Triệu VND,,
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,541.357,676.129,541357.0,676129.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,4.788.749,2.664.484,4788749.0,2664484.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Phải thu từ Ngân hàng Nhà nước liên quan đến cho vay hỗ trợ lãi suất,Trong đó: > - Phải thu từ Ngân hàng Nhà nước liên quan đến cho vay hỗ trợ lãi suất,- Phải thu từ Ngân hàng Nhà nước liên quan đến cho vay hỗ trợ lãi suất,499.418,381.688,499418.0,381688.0
- Phải thu khách hàng trong hoạt động báo hiểm của BIC,Trong đó: > - Phải thu khách hàng trong hoạt động báo hiểm của BIC,- Phải thu khách hàng trong hoạt động báo hiểm của BIC,337.427,319.035,337427.0,319035.0
- Phải thu trong hoạt động giao dịch chứng khoán của BSC,Trong đó: > - Phải thu trong hoạt động giao dịch chứng khoán của BSC,- Phải thu trong hoạt động giao dịch chứng khoán của BSC,21.977,28.580,21977.0,28580.0
,,,5.330.106,3.340.613,5330106.0,3340613.0
