row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước(Trình bày lại),numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước(Trình bày lại)
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,78.658.839,62.937.906,,78658839.0,62937906.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(44.156.716),(35.306.195),,-44156716.0,-35306195.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,2.965.770,2.512.597,,2965770.0,2512597.0
"Chênh lệch số tiễn thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiễn thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán","Chênh lệch số tiễn thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán",,1.517.720,1.266.588,,1517720.0,1266588.0
Tiền (chi) hoạt động khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền (chi) hoạt động khác,Tiền (chi) hoạt động khác,,(312.447),(808.583),,-312447.0,-808583.0
"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro",,3.606.468,2.689.902,,3606468.0,2689902.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(13.796.495),(12.388.809),,-13796495.0,-12388809.0
Tiền thuê thu nhập doanh nghiệp thực nộp trong năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuê thu nhập doanh nghiệp thực nộp trong năm,Tiền thuê thu nhập doanh nghiệp thực nộp trong năm,34.1,(1.695.638),(1.604.553),341.0,-1695638.0,-1604553.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,26.787.501,19.298.853,,26787501.0,19298853.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"(Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","Những thay đổi về tài sản hoạt động > (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","(Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,(15.761.458),211.948,,-15761458.0,211948.0
(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > (Tăng) các khoản về kinh doanh chứng khoán,(Tăng) các khoản về kinh doanh chứng khoán,,(3.325.411),(27.338.343),,-3325411.0,-27338343.0
(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,,(297.023),205.202,,-297023.0,205202.0
(Tăng) các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(126.930.936),(113.968.232),,-126930936.0,-113968232.0
"(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","13, 14.6",(9.984.091),(3.228.372),,-9984091.0,-3228372.0
(Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,(Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,13,-,(141.194),13.0,,-141194.0
(Tăng)/Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm khác về tài sản hoạt động,(Tăng)/Giảm khác về tài sản hoạt động,,(2.129.641),1.642.112,,-2129641.0,1642112.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,,3.506.754,(23.992.603),,3506754.0,-23992603.0
"(Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD khác","Những thay đổi về công nợ hoạt động > (Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD khác","(Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD khác",,(7.034.075),4.551.489,,-7034075.0,4551489.0
Tăng tiền gửi của khách hàng (bao gõm cá KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gõm cá KBNN),Tăng tiền gửi của khách hàng (bao gõm cá KBNN),,153.164.135,178.611.746,,153164135.0,178611746.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,17.096.388,1.099.801,,17096388.0,1099801.0
"Tăng/(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng/(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,360.767,(23.933.288),,360767.0,-23933288.0
Tăng/(Giảm) khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > Tăng/(Giảm) khác về công nợ hoạt động,Tăng/(Giảm) khác về công nợ hoạt động,,515.426,(2.367.490),,515426.0,-2367490.0
Chi từ quỹ của tổ chức tin dụng,Những thay đổi về công nợ hoạt động > Chi từ quỹ của tổ chức tin dụng,Chi từ quỹ của tổ chức tin dụng,25,(588),(440),25.0,-588.0,-440.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,35.967.748,10.651.189,,35967748.0,10651189.0
