row_label_raw,row_label_full,col_0,Số cuối nămTriệu VND,Số đầu nămTriệu VND,numeric__Số cuối nămTriệu VND,numeric__Số đầu nămTriệu VND
1. Vay từ NHNN,1. Vay từ NHNN,1. Vay từ NHNN,12.786.849,9.519.969,12786849.0,9519969.0
Nhân vốn từ NHNN để tạm ứng cho Ban Xử lý nợ chovay đặc biệt Ngân hàng TMCP Nam Đố,Nhân vốn từ NHNN để tạm ứng cho Ban Xử lý nợ chovay đặc biệt Ngân hàng TMCP Nam Đố,Nhân vốn từ NHNN để tạm ứng cho Ban Xử lý nợ chovay đặc biệt Ngân hàng TMCP Nam Đố,149.500,149.500,149500.0,149500.0
Vay thực hiện Dự án Hiện đại hóa Ngân hàng và Hệthống Thanh toán của Ngân hàng bằng ngoại tệ,Vay thực hiện Dự án Hiện đại hóa Ngân hàng và Hệthống Thanh toán của Ngân hàng bằng ngoại tệ,Vay thực hiện Dự án Hiện đại hóa Ngân hàng và Hệthống Thanh toán của Ngân hàng bằng ngoại tệ,154.345,172.849,154345.0,172849.0
Vay từ Quỹ Quay vòng Dự án tài trợ các doanh nghiệpvừa và nhỏ,Vay từ Quỹ Quay vòng Dự án tài trợ các doanh nghiệpvừa và nhỏ,Vay từ Quỹ Quay vòng Dự án tài trợ các doanh nghiệpvừa và nhỏ,1,395,1.0,395.0
Các khoản nợ NHNN khác bằng VND,Các khoản nợ NHNN khác bằng VND,Các khoản nợ NHNN khác bằng VND,12.483.003,9.197.225,12483003.0,9197225.0
2. Tiền gửi của Bộ Tài chính,2. Tiền gửi của Bộ Tài chính,2. Tiền gửi của Bộ Tài chính,5.264.808,5.024.934,5264808.0,5024934.0
Tiền gửi của Bộ Tài chính bằng VND,Tiền gửi của Bộ Tài chính bằng VND,Tiền gửi của Bộ Tài chính bằng VND,3.373.681,2.949.944,3373681.0,2949944.0
Tiền gửi của Bộ Tài chính bằng ngoại tệ,Tiền gửi của Bộ Tài chính bằng ngoại tệ,Tiền gửi của Bộ Tài chính bằng ngoại tệ,1.891.127,2.074.990,1891127.0,2074990.0
3. Tiền gửi thanh toán của Kho bạc Nhà nước,3. Tiền gửi thanh toán của Kho bạc Nhà nước,3. Tiền gửi thanh toán của Kho bạc Nhà nước,59.483.741,28.847.232,59483741.0,28847232.0
Tiền gửi thanh toán của Kho bạc Nhà nước bằng VND,Tiền gửi thanh toán của Kho bạc Nhà nước bằng VND,Tiền gửi thanh toán của Kho bạc Nhà nước bằng VND,58.427.897,28.846.937,58427897.0,28846937.0
Tiền gửi thanh toán của Kho bạc Nhà nước bằng ngoại tệ,Tiền gửi thanh toán của Kho bạc Nhà nước bằng ngoại tệ,Tiền gửi thanh toán của Kho bạc Nhà nước bằng ngoại tệ,1.055.844,295,1055844.0,295.0
,,,77.535.398,43.392.135,77535398.0,43392135.0
