row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,9.147.885,9.775.928,9147885.0,9775928.0
Chứng khoán Chính phủ,Chứng khoán Chính phủ,Chứng khoán Chính phủ,9.147.885,9.775.928,9147885.0,9775928.0
Chứng khoán do các TCKT trong nướcphát hành,Chứng khoán do các TCKT trong nướcphát hành,Chứng khoán do các TCKT trong nướcphát hành,-,-,,
Chứng khoán vốn,Chứng khoán do các TCKT trong nướcphát hành > Chứng khoán vốn,Chứng khoán vốn,560.369,312.943,560369.0,312943.0
Chứng khoán Vốn do các TCTD trong nướcphát hành,Chứng khoán do các TCKT trong nướcphát hành > Chứng khoán Vốn do các TCTD trong nướcphát hành,Chứng khoán Vốn do các TCTD trong nướcphát hành,143.618,7.894,143618.0,7894.0
Chứng khoán Vốn do các TCKT trong nướcphát hành,Chứng khoán do các TCKT trong nướcphát hành > Chứng khoán Vốn do các TCKT trong nướcphát hành,Chứng khoán Vốn do các TCKT trong nướcphát hành,416.256,305.049,416256.0,305049.0
Chứng khoán Vốn do các TCTD nước ngoàiphát hành,Chứng khoán do các TCKT trong nướcphát hành > Chứng khoán Vốn do các TCTD nước ngoàiphát hành,Chứng khoán Vốn do các TCTD nước ngoàiphát hành,495,-,495.0,
Dự phòng rủi ro chứng khoán kinh doanh,Chứng khoán do các TCKT trong nướcphát hành > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(94.482),(69.911),-94482.0,-69911.0
,,,9.613.772,10.018.960,9613772.0,10018960.0
