row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
"1. Chỉ nộp thuê và các khoản phí, lệ phí","1. Chỉ nộp thuê và các khoản phí, lệ phí","1. Chỉ nộp thuê và các khoản phí, lệ phí",82.469,80.337,82469.0,80337.0
2. Chỉ phí cho nhân viên:,2. Chỉ phí cho nhân viên:,2. Chỉ phí cho nhân viên:,8.500.439,7.428.662,8500439.0,7428662.0
Trong đó: - Chỉ lường và phụ cấp,Trong đó: - Chỉ lường và phụ cấp,Trong đó: - Chỉ lường và phụ cấp,7.305.578,6.411.874,7305578.0,6411874.0
- Các khoản chỉ đóng góp theo lường,- Các khoản chỉ đóng góp theo lường,- Các khoản chỉ đóng góp theo lường,362.189,326.637,362189.0,326637.0
- Chỉ trợ cấp,- Chỉ trợ cấp,- Chỉ trợ cấp,481.162,361.696,481162.0,361696.0
3. Chỉ về tài sản:,3. Chỉ về tài sản:,3. Chỉ về tài sản:,2.872.540,2.678.045,2872540.0,2678045.0
Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,931.231,854.142,931231.0,854142.0
4. Chỉ cho hoạt động quản lý công vụ:,4. Chỉ cho hoạt động quản lý công vụ:,4. Chỉ cho hoạt động quản lý công vụ:,2.948.384,2.836.300,2948384.0,2836300.0
Trong đó: - Công tác phí,Trong đó: - Công tác phí,Trong đó: - Công tác phí,184.682,233.683,184682.0,233683.0
- Chỉ hoạt động đoàn thể của TCTD,- Chỉ hoạt động đoàn thể của TCTD,- Chỉ hoạt động đoàn thể của TCTD,20.982,20.265,20982.0,20265.0
"5. Chỉ nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chỉ nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chỉ nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",663.536,532.943,663536.0,532943.0
6. (Hoàn nhập)/Trích lập dự phòng (không bao gồm chỉ phí dự phòng rủi ro tín dụng nội và ngoại bảng; chỉ phí dự phòng rủi ro chứng khoán),6. (Hoàn nhập)/Trích lập dự phòng (không bao gồm chỉ phí dự phòng rủi ro tín dụng nội và ngoại bảng; chỉ phí dự phòng rủi ro chứng khoán),6. (Hoàn nhập)/Trích lập dự phòng (không bao gồm chỉ phí dự phòng rủi ro tín dụng nội và ngoại bảng; chỉ phí dự phòng rủi ro chứng khoán),436.869,(24.193),436869.0,-24193.0
,,,15.504.237,13.532.094,15504237.0,13532094.0
