row_label_raw,row_label_full,col_0,Quá hạn,Không chịu rút ro lải suất do định giá lại,Kỳ thay đổi lải suất,Kỳ thay đổi lải suất_1,Kỳ thay đổi lải suất_2,Kỳ thay đổi lải suất_3,Kỳ thay đổi lải suất_4,Kỳ thay đổi lải suất_5,Tổng,numeric__Quá hạn,numeric__Không chịu rút ro lải suất do định giá lại,numeric__Kỳ thay đổi lải suất,numeric__Kỳ thay đổi lải suất_1,numeric__Kỳ thay đổi lải suất_2,numeric__Kỳ thay đổi lải suất_3,numeric__Kỳ thay đổi lải suất_4,numeric__Kỳ thay đổi lải suất_5,numeric__Tổng
,,,Quá hạn,Không chịu rút ro lải suất do định giá lại,Đến 1 tháng,Từ 1-3 tháng,Từ 3-6 tháng,Từ 6 -12 tháng,Từ 1-5 năm,Trên 5 năm,Tổng,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,,,,,
"Tiền mất, vàng bạc, đá quý","Tải sản > Tiền mất, vàng bạc, đá quý","Tiền mất, vàng bạc, đá quý",-,8.203.016,-,-,-,-,-,-,8.203.016,,8203016.0,,,,,,,8203016.0
Tiền gửi tại NHNN,Tải sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,2.524.624,26.893.940,-,-,-,-,-,29.418.564,,2524624.0,26893940.0,,,,,,29418564.0
Tiền gửi lại các TCTD khác và cho vay các TCTD khác (*),Tải sản > Tiền gửi lại các TCTD khác và cho vay các TCTD khác (*),Tiền gửi lại các TCTD khác và cho vay các TCTD khác (*),-,1.223.203,93.202.114,9.271.223,6.660.690,2.106.889,5.398.306,552.208,118.414.633,,1223203.0,93202114.0,9271223.0,6660690.0,2106889.0,5398306.0,552208.0,118414633.0
Chứng khoán kinh doanh (*),Tải sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,560.369,-,1.405.161,1.208.999,6.533.725,-,-,9.708.254,,560369.0,,1405161.0,1208999.0,6533725.0,,,9708254.0
Công cụ tài chính và tài sản tài chính phải sinh khác (*),Tải sản > Công cụ tài chính và tài sản tài chính phải sinh khác (*),Công cụ tài chính và tài sản tài chính phải sinh khác (*),-,193.703,-,-,-,-,-,-,193.703,,193703.0,,,,,,,193703.0
Cho vay khách hàng (*),Tải sản > Cho vay khách hàng (*),Cho vay khách hàng (*),18.847.973,-,265.137.977,240.259.602,214.612.174,78.727.837,27.150.475,22.149.269,866.885.307,18847973.0,,265137977.0,240259602.0,214612174.0,78727837.0,27150475.0,22149269.0,866885307.0
Chứng khoán đầu tư (*),Tải sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),257.000,7.059.461,6.127.000,2.496.830,10.726.759,13.333.462,55.979.894,60.503.170,156.483.576,257000.0,7059461.0,6127000.0,2496830.0,10726759.0,13333462.0,55979894.0,60503170.0,156483576.0
"Góp vốn, đầu tư dài hạn (*)","Tải sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,2.662.637,-,-,-,-,-,-,2.662.637,,2662637.0,,,,,,,2662637.0
Tải sản cố định,Tải sản > Tải sản cố định,Tải sản cố định,-,10.348.520,-,-,-,-,-,-,10.348.520,,10348520.0,,,,,,,10348520.0
Tải sản Có khác (*),Tải sản > Tải sản Có khác (*),Tải sản Có khác (*),611.345,21.558.592,-,-,-,-,-,-,22.169.937,611345.0,21558592.0,,,,,,,22169937.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,19.716.318,54.334.125,391.361.031,253.432.816,233.208.622,100.701.913,88.528.675,83.204.647,1.224.488.147,19716318.0,54334125.0,391361031.0,253432816.0,233208622.0,100701913.0,88528675.0,83204647.0,1224488147.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ Chính phủ và NHNN và tiền gửi và vay các TCTD khác,Nợ phải trả > Các khoản nợ Chính phủ và NHNN và tiền gửi và vay các TCTD khác,Các khoản nợ Chính phủ và NHNN và tiền gửi và vay các TCTD khác,-,149.500,102.355.716,27.886.037,27.762.441,8.900.431,2.052.658,407.477,169.514.260,,149500.0,102355716.0,27886037.0,27762441.0,8900431.0,2052658.0,407477.0,169514260.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,14.255,318.366.310,171.846.772,153.463.894,175.775.449,40.516.520,1.973,859.985.173,,14255.0,318366310.0,171846772.0,153463894.0,175775449.0,40516520.0,1973.0,859985173.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,70.458,78.644,85.911,383.384,2.974.639,8.129.691,11.722.727,,,70458.0,78644.0,85911.0,383384.0,2974639.0,8129691.0,11722727.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,12.579.895,6.436.460,9.416.960,29.682.647,4.122.405,21.500.062,83.738.429,,,12579895.0,6436460.0,9416960.0,29682647.0,4122405.0,21500062.0,83738429.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,28.489.244,-,-,-,-,-,-,28.489.244,,28489244.0,,,,,,,28489244.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,28.652.999,433.372.379,206.247.913,190.729.206,214.741.911,49.666.222,30.039.203,1.153.449.833,,28652999.0,433372379.0,206247913.0,190729206.0,214741911.0,49666222.0,30039203.0,1153449833.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,19.716.318,25.681.126,(42.011.348),47.184.903,42.479.416,(114.039.998),38.862.453,53.165.444,71.038.314,19716318.0,25681126.0,-42011348.0,47184903.0,42479416.0,-114039998.0,38862453.0,53165444.0,71038314.0
