row_label_raw,row_label_full,col_0,Dự phòng cụ thể,Dự phòng chung,Tổng cộng,numeric__Dự phòng cụ thể,numeric__Dự phòng chung,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),4.838.798,5.225.838,10.064.636,4838798.0,5225838.0,10064636.0
Trích lập dự phòng rủi ro trong năm,Trích lập dự phòng rủi ro trong năm,Trích lập dự phòng rủi ro trong năm,8.934.916,965.492,9.900.408,8934916.0,965492.0,9900408.0
Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,(8.962.354),-,(8.962.354),-8962354.0,,-8962354.0
Tăng khác trong năm,Tăng khác trong năm,Tăng khác trong năm,265.224,81.868,347.092,265224.0,81868.0,347092.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,5.076.584,6.273.198,11.349.782,5076584.0,6273198.0,11349782.0
