row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập tử hoạt động dịch vụ,Thu nhập tử hoạt động dịch vụ,Thu nhập tử hoạt động dịch vụ,5.611.617,4.493.784,5611617.0,4493784.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,2.270.271,1.760.830,2270271.0,1760830.0
Hoạt động ngăn quỹ,Hoạt động ngăn quỹ,Hoạt động ngăn quỹ,68.541,51.668,68541.0,51668.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,107.201,125.048,107201.0,125048.0
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,1.320.867,1.181.855,1320867.0,1181855.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,1.844.737,1.374.383,1844737.0,1374383.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(2.645.847),(1.981.187),-2645847.0,-1981187.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,(319.684),(166.367),-319684.0,-166367.0
Hoạt động ngăn quỹ,Hoạt động ngăn quỹ,Hoạt động ngăn quỹ,(178.559),(148.734),-178559.0,-148734.0
"Bưu điện, viễn thông","Bưu điện, viễn thông","Bưu điện, viễn thông",(123.984),(117.744),-123984.0,-117744.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,(843),(3.949),-843.0,-3949.0
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,(944.326),(944.326),-944326.0,-944326.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(1.078.451),(600.067),-1078451.0,-600067.0
Lãi thuần tử hoạt động dịch vụ,Lãi thuần tử hoạt động dịch vụ,Lãi thuần tử hoạt động dịch vụ,2.965.770,2.512.597,2965770.0,2512597.0
