row_label_raw,row_label_full,col_0,Miên Bắc,Miên Trung và Tây Nguyên,Miên Nam,Nước ngoài,Loại trừ,Tổng cộng,numeric__Miên Bắc,numeric__Miên Trung và Tây Nguyên,numeric__Miên Nam,numeric__Nước ngoài,numeric__Loại trừ,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,2.956.908,471.172,2.876.458,8.594,(116.698),6.196.434,2956908.0,471172.0,2876458.0,8594.0,-116698.0,6196434.0
Tổng tài sản tại ngày cuối năm,Tổng tài sản tại ngày cuối năm,Tổng tài sản tại ngày cuối năm,590.699.127,165.187.498,253.434.469,16.315.822,(19.256.281),1.006.380.635,590699127.0,165187498.0,253434469.0,16315822.0,-19256281.0,1006380635.0
Tổng nợ phải trả tại ngày cuối năm,Tổng nợ phải trả tại ngày cuối năm,Tổng nợ phải trả tại ngày cuối năm,600.815.563,110.990.644,249.755.142,11.596.724,(10.892.400),962.265.673,600815563.0,110990644.0,249755142.0,11596724.0,-10892400.0,962265673.0
