row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu VND,%,Triệu VND,%,,,,
"Nông, lâm nghiệp và thủy sản","Nông, lâm nghiệp và thủy sản","Nông, lâm nghiệp và thủy sản",40.121.618,"4,63",43.329.676,"5,99",40121618.0,4.63,43329676.0,5.99
Khai khoáng,Khai khoáng,Khai khoáng,14.873.805,"1,72",14.150.004,"1,96",14873805.0,1.72,14150004.0,1.96
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",144.771.370,"16,70",120.179.183,"16,61",144771370.0,16.7,120179183.0,16.61
"Sản xuất và phân phối điện, khi đốt và nước","Sản xuất và phân phối điện, khi đốt và nước","Sản xuất và phân phối điện, khi đốt và nước",43.457.971,"5,01",45.125.635,"6,24",43457971.0,5.01,45125635.0,6.24
Xây dựng,Xây dựng,Xây dựng,98.978.371,"11,42",85.373.299,"11,80",98978371.0,11.42,85373299.0,11.8
"Bán buôn và bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",223.164.913,"25,74",170.131.013,"23,51",223164913.0,25.74,170131013.0,23.51
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,46.116.025,"5,32",47.807.986,"6,61",46116025.0,5.32,47807986.0,6.61
Dịch vụ,Dịch vụ,Dịch vụ,78.456.756,"9,05",50.891.800,"7,03",78456756.0,9.05,50891800.0,7.03
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,37.497.919,"4,33",37.479.705,"5,18",37497919.0,4.33,37479705.0,5.18
Ngành khác,Ngành khác,Ngành khác,139.446.559,"16,08",109.229.107,"15,07",139446559.0,16.08,109229107.0,15.07
,,,866.885.307,100,723.697.408,100,866885307.0,100.0,723697408.0,100.0
