row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập lãi tiễn gửi,Thu nhập lãi tiễn gửi,Thu nhập lãi tiễn gửi,1.755.040,1.412.658,1755040.0,1412658.0
Thu nhập lãi cho vay khách hàng,Thu nhập lãi cho vay khách hàng,Thu nhập lãi cho vay khách hàng,65.407.585,51.087.510,65407585.0,51087510.0
"Thu lãi từ kinh doanh, đầu tư chứng khoán Nợ","Thu lãi từ kinh doanh, đầu tư chứng khoán Nợ","Thu lãi từ kinh doanh, đầu tư chứng khoán Nợ",9.698.063,8.493.985,9698063.0,8493985.0
- Thu lãi từ chứng khoán kinh doanh,- Thu lãi từ chứng khoán kinh doanh,- Thu lãi từ chứng khoán kinh doanh,320.110,185.180,320110.0,185180.0
- Thu lãi từ chứng khoán đãu tư,- Thu lãi từ chứng khoán đãu tư,- Thu lãi từ chứng khoán đãu tư,9.377.953,8.308.805,9377953.0,8308805.0
Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,1.490.636,1.338.026,1490636.0,1338026.0
Thu nhập lãi cho thuê tài chính,Thu nhập lãi cho thuê tài chính,Thu nhập lãi cho thuê tài chính,10.171,20.412,10171.0,20412.0
Thu khác từ hoạt động tin dụng,Thu khác từ hoạt động tin dụng,Thu khác từ hoạt động tin dụng,267.020,206.645,267020.0,206645.0
,,,78.628.515,62.559.236,78628515.0,62559236.0
