row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(1.438.147),(2.295.351),,-1438147.0,-2295351.0
"Tiền thu từ thanh lý, nhượng bán TSCD","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCD","Tiền thu từ thanh lý, nhượng bán TSCD",,11.186,10.208,,11186.0,10208.0
"Tiền chi từ thanh lý, nhượng bán TSCD","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi từ thanh lý, nhượng bán TSCD","Tiền chi từ thanh lý, nhượng bán TSCD",,(6.196),(3.981),,-6196.0,-3981.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,1.325.492,955.650,,1325492.0,955650.0
"Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",32,141.026,334.301,32.0,141026.0,334301.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,,33.361,(999.173),,33361.0,-999173.0
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,
Tăng vốn cố phần từ góp vốn và/hoặc phát hành cố phiếu,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tăng vốn cố phần từ góp vốn và/hoặc phát hành cố phiếu,Tăng vốn cố phần từ góp vốn và/hoặc phát hành cố phiếu,,223.951,-,,223951.0,
"Cố tức trả cho cố động, lợi nhuận đã chia","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Cố tức trả cho cố động, lợi nhuận đã chia","Cố tức trả cho cố động, lợi nhuận đã chia",25,(2.546.165),(2.940.383),25.0,-2546165.0,-2940383.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,,(2.322.214),(2.940.383),,-2322214.0,-2940383.0
Lưu chuyển tiền thuần trong năm,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,33.678.895,6.711.633,,33678895.0,6711633.0
Tiền và các khoản tương đương tiền đầu năm,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,65.521.789,55.806.145,,65521789.0,55806145.0
Tiền và các khoản tương đương tiền từ việc hợp nhất LVB,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và các khoản tương đương tiền từ việc hợp nhất LVB,Tiền và các khoản tương đương tiền từ việc hợp nhất LVB,,1.540.994,-,,1540994.0,
Tiền và các khoản tương đương tiền nhận từ IIDC và các công ty con khi hợp nhất,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và các khoản tương đương tiền nhận từ IIDC và các công ty con khi hợp nhất,Tiền và các khoản tương đương tiền nhận từ IIDC và các công ty con khi hợp nhất,,-,3.004.011,,,3004011.0
Tiền và các khoản tương đương tiền cuối năm,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,36,100.741.678,65.521.789,36.0,100741678.0,65521789.0
