row_label_raw,row_label_full,Ông Nguyễn Văn Sang,Chủ tịch,numeric__Chủ tịch
Bà Nguyễn Thị Minh Nguyệt,Bà Nguyễn Thị Minh Nguyệt,Bà Nguyễn Thị Minh Nguyệt,Phó Chủ tịch,
Ông Kiều Hữu Dũng,Ông Kiều Hữu Dũng,Ông Kiều Hữu Dũng,Thành viên,
Ông Cao Trọng Hoan,Ông Cao Trọng Hoan,Ông Cao Trọng Hoan,Thành viên,
Ông Phan Minh Sáng,Ông Phan Minh Sáng,Ông Phan Minh Sáng,Thành viên,
Ông Đỗ Văn Khá,Ông Đỗ Văn Khá,Ông Đỗ Văn Khá,Thành viên độc lập,
Ông Bùi Tuán,Ông Bùi Tuán,Ông Bùi Tuán,Thành viên độc lập,
